,fcst_max_compliance_dd,fcst_max_receptor_dd,fcst_recovery_years,fcst_stage4_mean_inflow,h_compliance_005y,h_compliance_010y,h_compliance_015y,h_compliance_020y,h_compliance_025y,h_compliance_050y,h_compliance_120y,h_landholder_020y,h_landholder_120y,h_receptor_005y,h_receptor_010y,h_receptor_020y,h_receptor_050y,h_receptor_120y,q_mineinflow_005y,q_mineinflow_010y,q_mineinflow_015y,q_mineinflow_020y
real_0060,27.48183248141491,1.6634890078148246,36.0,34700.041029764965,40.53583285490943,29.199255969391587,20.185093898321984,18.45675310851666,31.424301487930506,44.41260591647583,45.8040010191288,40.014205922927694,41.76511330657858,41.5877357312393,41.028031851380156,40.14951049166642,41.63476448052408,41.8001451847731,13087.435402908572,30553.409561056455,37058.57385607366,33585.971140426314
real_0061,27.71472633327621,2.6256292898824967,35.0,33630.97617139222,40.79912172457824,29.412384046157236,20.16818018830531,18.350787681326118,32.729481511468315,44.63079372080313,45.89580533893382,39.60647100210133,41.81927352326338,41.61938849375495,40.780702634647824,39.31999071008878,41.712855542521034,41.93018136310638,11305.531861272377,28035.712792545393,35605.51380753686,32812.27193273054
real_0062,28.124358691653892,1.9033989182283122,39.0,33985.33148476279,40.4909412230501,28.92350829995955,19.56038042780784,17.863427760066944,31.543848606870803,44.2100562125082,45.79465814086019,39.92586419723383,41.772130159481705,41.606268339014456,40.947433259289085,39.96308209354077,41.63988044092727,41.85256796646014,12484.905040060008,29856.772054637695,36898.07271243611,33199.40025577344
real_0063,27.670684204695604,2.357103304702761,32.0,38737.7043260336,40.61970098367849,29.36782879379365,19.927498579046947,18.090276364814976,32.33991996872077,44.57103716764364,45.6531340482503,39.362638677553534,41.87472117586495,41.58564982063844,40.822110283076334,39.52443403890066,41.725820206452994,41.87411322391519,13353.121395635357,33376.08784001675,41988.298985841924,37728.68364951949
real_0064,27.714351229383034,1.9223136466633406,37.0,33044.59642430845,40.62456855184984,28.994307670169732,19.584034567678383,18.296144215468992,32.23729764226148,44.39359555710607,45.88360937688812,39.99257546791763,41.83211794522632,41.627629417457406,40.96344543356856,39.96977061611781,41.698520206753024,41.8839024329495,12200.277491707051,29925.28353392974,36937.765606927715,32345.8459811157
real_0065,28.675634220154624,1.6632114206419786,33.0,38230.27807183158,40.306804544200475,28.621622209559522,19.161802725902135,17.18789023520772,31.7545464048666,44.621471078744456,45.68397516024401,39.9690986725489,41.70066945282233,41.52714009700591,40.949719461309314,40.098630864160846,41.63935221668256,41.75205955578336,13730.42955451522,32606.160263770922,40415.20078060776,37130.70131419548
real_0066,27.761411005645304,2.0712142855757563,33.0,35196.47205104131,40.47446672494742,28.936849967403088,19.59190980909911,18.125614973723987,32.35009001926842,44.63992444882128,45.74789423068151,39.895045177139345,41.77812621057779,41.60096047206644,40.99449923945701,39.78129972939037,41.69650637067541,41.84169412523411,12970.216460331494,31253.450669160215,38917.52020831019,34502.32493871465
real_0067,27.149527773176207,1.5578579770361998,38.0,34419.95107103944,40.716953984252804,29.67316276461651,20.51378457062294,18.723544277380658,31.08746529878747,44.13511054510699,45.73757468850114,40.014885795093974,41.71572884323267,41.57450153712403,41.064114780644275,40.215763402422304,41.587592208610005,41.75542845008585,13012.52352947498,31183.19912394922,38084.219686532044,33529.87424420247
real_0068,27.821878760230216,1.8391689981661514,41.0,31401.356696568768,40.442162692804,28.911301773041107,19.546768062895563,17.972388521566604,31.043711781708495,43.75759473004272,45.64163804381338,39.78731098575564,41.91646238501955,41.62864759172707,41.0079022351106,40.033684185920116,41.626034638086665,41.861572621597915,11616.076649576422,27994.168139689496,34357.08913974778,30441.655696787464
real_0070,26.79403713340821,2.808513771989297,32.0,36699.54041015984,40.75410411763234,29.742253902158915,20.73747818999701,19.061601029160094,32.342280121679906,44.73776384999525,45.718637532044006,39.4239999896654,41.8018235577925,41.611414716308744,40.90847413281165,39.102989774230714,41.7319885172897,41.874585195482545,13357.973008095927,32199.27847683116,39882.800138573526,35941.47734640502
real_0071,26.994991135172548,2.107809709782316,34.0,34804.11099688693,40.58245535816139,29.682728357307127,20.684216291261155,18.61881949611753,32.17291610365053,44.30515316244317,45.49017272595648,39.90561568354052,41.716902738653026,41.546715858906,40.802375530334295,39.73340832737255,41.664124759353555,41.83229644211969,12003.650276660226,29410.249711847428,36816.98540583848,33774.83437569953
real_0072,27.404703083587055,2.5449967501465807,34.0,36407.98785143086,40.54491330041462,29.517021613498194,20.323368027666316,18.34476648797337,32.455042139017785,44.42074872836456,45.59181022418058,39.64006225583479,41.84655062421133,41.59771841797072,40.71217518882358,39.410952544099864,41.74003151043905,41.94141189902456,12545.517642464534,30555.24378008348,38755.264141966676,35477.024000467296
real_0073,27.641441625742132,2.895739083808934,32.0,37906.36191913206,40.59941559101001,29.238960702249,19.955711198662826,18.15683712315765,32.130327351179,44.60809016596624,45.683427366729745,39.196418905475646,41.94191181164616,41.62747952359836,40.66134184638843,39.109173517862835,41.80733903304881,41.99468796583346,13135.481667836495,32328.051553184137,40311.01168049527,36853.691924282335
real_0074,28.2332383065061,2.1095011092316014,36.0,37093.53620495724,40.664907026137854,29.255670521072886,19.769439547520683,17.754167184469775,31.731981663473515,44.484749596309804,45.83603373015188,39.86923110297618,41.70781464428196,41.55286708498692,40.86919068033027,39.714464239568755,41.64985386091174,41.814035540498594,13100.240725344986,31835.2126271525,39883.47102832822,36040.85808338948
real_0075,27.68885490019191,2.5102913576035206,33.0,38397.81641524455,40.674510369306354,29.434729106454316,19.87801400618178,17.982910758347725,32.10253561742456,44.46832527503957,45.5730807280479,39.421391353053586,41.82476748965915,41.578207199717454,40.69291780735858,39.40569722995562,41.738896071584165,41.90814470845538,12741.22853326055,32448.034315582154,41261.28277918047,37363.88780814012
real_0076,27.642425303276795,1.8191857394604085,35.0,35216.77902545685,40.4786602036504,29.152784816314455,19.86107765430989,18.167978660325794,32.06004172318606,44.37804998583552,45.659348346303915,40.01810398179518,41.758812444018126,41.574557771329154,40.95275043942032,40.00758570759814,41.66569957639618,41.81748655386611,12636.879862699127,30639.623871910495,38245.25098344071,34336.89082832513
real_0078,27.25785958936641,1.500939056803169,30.0,36613.59671434165,40.56420292235327,29.350381276486978,20.221230436971858,18.613207635881295,32.76023493907822,44.879862123792,45.72463080007489,40.02344906390867,41.779574299298496,41.57666471009123,41.06926454381264,40.27310523405016,41.66850141611003,41.76489342243623,13113.587067849343,31434.188581876366,39298.84221356188,35865.792695622076
real_0080,27.47853582253444,2.446475627967672,35.0,34840.55121374792,40.58525665007529,29.228425600764105,20.084441490929436,18.50673434779138,32.00976921643233,44.57756012350866,45.83044690320812,39.629517860672195,41.85879370623401,41.60074786727882,40.78067756983259,39.48410314038339,41.72640015966374,41.91835167863772,12874.375744871639,30695.683869057208,37729.47016035858,33991.23014152839
real_0081,27.498524068837508,1.7943688694154005,32.0,34355.601748462,40.60676049750801,29.04892752347391,19.677547725276593,18.35870616962219,32.377355061463064,44.70315342048744,45.74513450256881,39.981590818959546,41.71838020387608,41.56779985395622,40.922640687618795,40.0221143518911,41.685490284397204,41.81014832466621,12453.072551866928,30593.873616288114,37887.82520329742,33664.84842063449
real_0083,29.02026373021382,1.2714842343798551,36.0,35091.167063201094,40.57684096881612,28.700249138529895,19.09078343382099,17.243584812433312,32.12885660037933,44.773103592686674,46.103294729639785,40.418219688911826,41.69414373371155,41.58039383286028,41.14052759823657,40.48760622726571,41.637055027290394,41.75229039899951,12774.195642584678,30255.349811387736,37570.63846042378,34181.14594318997
real_0084,27.05847081090586,1.4768234357247678,33.0,34829.09176925963,40.78153020833073,29.480259539733705,20.231956491338245,18.7394769186391,32.38447879912827,44.563565590978364,45.702269688199685,40.15351762840278,41.78865088727759,41.593752376717234,41.08165174610238,40.309123644867725,41.65803045090223,41.781343763579805,12396.726060846755,30859.47746263596,38360.475445320815,34109.79875666272
real_0085,28.109796855232652,2.385139280504994,30.0,35636.21858143859,40.58119785827217,28.756051168621166,19.16065663202472,17.787423745896945,33.166253052191884,44.9178598748883,45.77706137454539,39.71136018255396,41.79850337125349,41.60300297755827,40.761747283553206,39.53531815360116,41.77462969817056,41.91177959081302,12166.444423521172,30842.66055215383,39005.29517012655,34953.042887364165
