forecast,n_realizations,target_obsval,base_value,mean,std,min,p05,p25,p50,p75,p95,max,mean_minus_target,base_minus_target
fcst_max_compliance_dd,89,27.60025042635254,27.60025042635254,27.650216494129406,0.739323756014466,24.10156094510987,26.647219377388858,27.269009209428408,27.635062283142233,28.01892848761824,28.73869248291106,30.506088498378908,0.04996606777686452,0.0
fcst_max_receptor_dd,89,2.099249372908517,2.099249372908517,2.0117086694989474,0.5163170534202277,1.1805809515191825,1.3486602391186948,1.6326641458239806,1.9137079981068652,2.29858791525303,2.8960034573137308,4.179361565460773,-0.08754070340956943,0.0
fcst_recovery_years,89,34.0,34.0,35.38202247191011,2.9676498889063105,29.0,32.0,33.0,35.0,37.0,41.0,45.0,1.382022471910112,0.0
fcst_stage4_mean_inflow,89,36148.217143998,36148.217143998,35073.532715884525,2318.7754788768643,28061.744416587208,30992.340353034804,34025.18484384996,35196.47205104131,36445.45124850812,38726.20570399673,40356.090522863684,-1074.6844281134763,0.0
