iteration,total_runs,mean,std,min,max,base,real_0001,real_0002,real_0003,real_0004,real_0005,real_0006,real_0007,real_0008,real_0009,real_0010,real_0011,real_0012,real_0013,real_0014,real_0015,real_0016,real_0017,real_0018,real_0019,real_0020,real_0021,real_0022,real_0023,real_0024,real_0025,real_0026,real_0027,real_0028,real_0029,real_0030,real_0031,real_0032,real_0033,real_0034,real_0035,real_0036,real_0037,real_0038,real_0039,real_0040,real_0041,real_0042,real_0043,real_0044,real_0045,real_0046,real_0047,real_0048,real_0049,real_0050,real_0051,real_0052,real_0053,real_0054,real_0055,real_0056,real_0057,real_0058,real_0059,real_0060,real_0061,real_0062,real_0063,real_0064,real_0065,real_0066,real_0067,real_0068,real_0069,real_0070,real_0071,real_0072,real_0073,real_0074,real_0075,real_0076,real_0077,real_0078,real_0079,real_0080,real_0081,real_0082,real_0083,real_0084,real_0085,real_0086,real_0087,real_0088,real_0089,real_0090,real_0091,real_0092,real_0093,real_0094,real_0095,real_0096,real_0097,real_0098,real_0099
0,97,2059.88,2434.99,1.45986e-17,10242.1,1.45986e-17,517.33,1156.64,2093.61,,4419.49,10242.1,305.13,5372.66,4001.01,5894.62,121.422,1422.64,1627.76,4518.59,156.475,355.13,1066.22,1289.35,78.4307,207.444,1390.63,322.07,3564.63,372.526,683.938,288.192,5201.33,2375.03,276.937,5773.14,975.735,2299.08,,197.629,1316.71,326.724,295.861,89.2749,1415.84,88.2102,2660.25,3555.71,1371.99,1426.76,2827.42,115.56,896.71,9202.6,3173.26,1058.01,360.015,6626.41,238.101,109.965,817.527,7776.12,9087.08,1458.71,96.0429,1413.83,1977.69,321.21,775.447,381.368,381.135,424.694,3171.18,1459.04,4908.21,2031.34,613.233,884.267,1568.8,1718.92,259.663,63.0448,2031.6,2574.19,494.435,1157.96,376.32,,197.886,888.141,1565.31,988.204,6871.41,4934.79,1472.31,347.332,195.502,7004.05,66.4104,9555.5,2881.5,1629.53,734.973,5962.16,567.887
1,257,34.4892,62.6558,1.45986e-17,539.358,1.45986e-17,25.6236,9.00508,69.8024,,,41.9126,47.8037,76.7247,44.6521,80.4552,8.19839,219.262,10.6946,14.6037,5.70228,29.732,80.4462,3.69235,13.8244,9.68829,5.95828,4.23456,26.862,17.1187,55.5994,21.7208,103.599,21.6249,23.9765,71.217,13.6275,28.3185,,8.77555,6.39165,45.1747,5.12105,2.87229,45.3329,14.162,100.687,37.9007,,,22.9777,7.63451,10.5714,539.358,7.78612,65.6037,,,9.96542,4.21985,,27.179,28.5526,26.7332,8.08502,18.2188,15.3477,16.8196,6.3543,5.56412,39.0202,3.2412,44.893,43.8815,15.5841,39.1362,21.4503,10.038,14.8175,9.51697,8.61613,3.64407,,16.6621,3.55711,5.53371,4.1943,,49.2828,16.7839,31.16,74.2911,102.504,28.603,28.0233,10.0997,11.2357,36.7418,1.83185,14.8188,13.4595,22.0994,25.1697,73.744,7.32508
