iteration,total_runs,obs_realization,par_realization,forecast_compliance,forecast_receptor,forecast_recovery,forecast_inflow,head_compliance,head_landholder,head_receptor,budget_mineinflow
0,97,real_0068,real_0068,0,0,0,0,1415.8,0.758043,1.84451,40.6345
0,97,real_0069,real_0069,0,0,0,0,1028.09,1453.66,2071.55,354.908
0,97,real_0070,real_0070,0,0,0,0,2004.55,0.951451,2.80252,23.0363
0,97,real_0071,real_0071,0,0,0,0,588.035,1.94399,1.26579,21.9882
0,97,real_0072,real_0072,0,0,0,0,874.202,0.00676898,1.06864,8.9894
0,97,real_0073,real_0073,0,0,0,0,1236.62,128.352,203.103,0.725553
0,97,real_0074,real_0074,0,0,0,0,546.292,413.204,674.079,85.3494
0,97,real_0075,real_0075,0,0,0,0,148.278,31.3943,71.2635,8.72724
0,97,real_0076,real_0076,0,0,0,0,50.7807,2.50467,3.39897,6.36044
0,97,real_0077,real_0077,0,0,0,0,2024.26,1.68128,3.58336,2.07728
0,97,real_0078,real_0078,0,0,0,0,2530.94,14.4298,25.8909,2.92982
0,97,real_0079,real_0079,0,0,0,0,480.701,0.815381,1.3518,11.5667
0,97,real_0080,real_0080,0,0,0,0,1103.99,16.0059,36.0558,1.91289
0,97,real_0081,real_0081,0,0,0,0,348.602,6.63141,14.5751,6.51213
0,97,real_0083,real_0083,0,0,0,0,147.134,17.1913,24.6426,8.91795
0,97,real_0084,real_0084,0,0,0,0,874.552,3.92714,9.10724,0.554397
0,97,real_0085,real_0085,0,0,0,0,1108.75,49.6737,108.409,298.476
0,97,real_0086,real_0086,0,0,0,0,906.644,15.0951,24.7441,41.7206
0,97,real_0087,real_0087,0,0,0,0,6705.41,22.0836,33.732,110.188
0,97,real_0088,real_0088,0,0,0,0,4883.72,0.253994,9.46755,41.3528
0,97,real_0089,real_0089,0,0,0,0,1460.73,0.434924,1.94068,9.20424
0,97,real_0090,real_0090,0,0,0,0,281.97,15.8419,42.6866,6.83284
0,97,real_0091,real_0091,0,0,0,0,189.543,1.13632,4.32974,0.492643
0,97,real_0092,real_0092,0,0,0,0,6930.62,11.7414,13.3363,48.3544
0,97,real_0093,real_0093,0,0,0,0,55.8928,1.25059,3.75322,5.51378
0,97,real_0094,real_0094,0,0,0,0,2830.02,2862.56,3752.41,110.508
0,97,real_0095,real_0095,0,0,0,0,1420.34,545.323,876.479,39.3563
0,97,real_0096,real_0096,0,0,0,0,1575.74,5.57537,17.5383,30.682
0,97,real_0097,real_0097,0,0,0,0,87.4066,266.477,376.497,4.59265
0,97,real_0098,real_0098,0,0,0,0,5782.14,13.7526,18.2062,148.054
0,97,real_0099,real_0099,0,0,0,0,302.138,93.1363,159.997,12.6153
1,257,base,base,0,0,0,0,9.00567e-18,4.37188e-19,5.13817e-18,1.75806e-20
1,257,real_0001,real_0001,0,0,0,0,20.487,1.48128,2.55256,1.10277
1,257,real_0002,real_0002,0,0,0,0,7.86272,0.608807,0.351041,0.182514
1,257,real_0003,real_0003,0,0,0,0,63.7672,1.62098,4.20537,0.208898
1,257,real_0006,real_0006,0,0,0,0,39.7778,0.0886624,0.371445,1.67466
1,257,real_0007,real_0007,0,0,0,0,46.3572,0.208939,0.858747,0.378773
1,257,real_0008,real_0008,0,0,0,0,59.8878,6.46271,6.09522,4.27894
1,257,real_0009,real_0009,0,0,0,0,32.6889,3.16372,8.34992,0.449554
1,257,real_0010,real_0010,0,0,0,0,66.0647,5.56346,5.69428,3.13278
1,257,real_0011,real_0011,0,0,0,0,6.85359,0.976811,0.072654,0.295337
1,257,real_0012,real_0012,0,0,0,0,208.004,2.91634,6.67828,1.66364
1,257,real_0013,real_0013,0,0,0,0,9.0198,0.592539,1.03115,0.0511168
1,257,real_0014,real_0014,0,0,0,0,12.0833,1.09978,0.922783,0.497845
1,257,real_0015,real_0015,0,0,0,0,3.24555,0.0793447,0.118376,2.25901
1,257,real_0016,real_0016,0,0,0,0,25.6142,1.04974,2.48923,0.578764
1,257,real_0017,real_0017,0,0,0,0,77.7025,0.194321,1.57678,0.972576
1,257,real_0018,real_0018,0,0,0,0,2.53167,0.234342,0.745508,0.18083
1,257,real_0019,real_0019,0,0,0,0,4.24623,2.48603,6.97154,0.12056
1,257,real_0020,real_0020,0,0,0,0,2.40004,4.29432,2.39657,0.59736
1,257,real_0021,real_0021,0,0,0,0,3.47078,1.21921,0.874863,0.393428
1,257,real_0022,real_0022,0,0,0,0,3.7352,0.0974442,0.317577,0.0843442
1,257,real_0023,real_0023,0,0,0,0,19.2362,1.92244,2.93015,2.77317
1,257,real_0024,real_0024,0,0,0,0,5.33889,2.71948,8.91967,0.14064
1,257,real_0025,real_0025,0,0,0,0,25.092,8.31388,9.81654,12.3769
1,257,real_0026,real_0026,0,0,0,0,13.9457,0.915053,1.17561,5.68446
1,257,real_0027,real_0027,0,0,0,0,94.6933,4.9891,3.70148,0.214887
