h_compliance_005y 39.14136242373311
h_compliance_010y 27.75975471002628
h_compliance_015y 17.473921199561698
h_compliance_020y 13.911710105981513
h_compliance_025y 34.8264483445722
h_compliance_050y 42.9147093517186
h_compliance_120y 43.30774338643106
h_receptor_005y 40.93182996930837
h_receptor_010y 40.29119089164089
h_receptor_020y 38.9634550073708
h_receptor_050y 41.10980577555647
h_receptor_120y 41.152149100696
h_landholder_020y 39.27380693167973
h_landholder_120y 41.10093264305913
q_mineinflow_005y 12579.482409994933
q_mineinflow_010y 36968.90322649986
q_mineinflow_015y 49104.36462770664
q_mineinflow_020y 48342.27741017814
fcst_max_receptor_dd 2.1978799835980354
fcst_max_compliance_dd 29.580973488207576
fcst_recovery_years 24.0
fcst_stage4_mean_inflow 50543.37128006724
