pargp,n_parameters,mean_of_means,mean_std,min_p05,median_p50,max_p95
GLOBAL,5,1.009526473595238,0.1468676824383837,0.6197180629730678,1.020673535103719,1.3473074411230754
PP_LOWER,15,0.013180762248919236,0.29408538482399543,-0.5412794263671862,0.03352480698301258,0.7079790628948335
PP_MAIN,35,-0.007771714958830184,0.30260670051312555,-0.7200612030826107,-0.008868226724756966,0.7118664980132966
PP_UPPER,15,0.06743267202328486,0.30805252461800675,-0.5878627282698089,0.056765542564953864,0.7081794643289913
