run_id,stage,obs_name,time_days_stage,time_years_total,head_m
stage_c_forward,predevelopment,compliance,1.0,0.0027378507871321013,43.47673803848689
stage_c_forward,ops_stage_1,compliance,365.25,1.0,41.027071072102075
stage_c_forward,ops_stage_1,compliance,730.5,2.0,40.09830160089115
stage_c_forward,ops_stage_1,compliance,1095.75,3.0,39.66121154418249
stage_c_forward,ops_stage_1,compliance,1461.0,4.0,39.4084776361638
stage_c_forward,ops_stage_1,compliance,1826.25,5.0,39.239515488923615
stage_c_forward,ops_stage_2,compliance,365.25,6.0,32.155798912476804
stage_c_forward,ops_stage_2,compliance,730.5,7.0,29.869615970386917
stage_c_forward,ops_stage_2,compliance,1095.75,8.0,28.839147140662334
stage_c_forward,ops_stage_2,compliance,1461.0,9.0,28.229914474897768
stage_c_forward,ops_stage_2,compliance,1826.25,10.0,27.810064410243587
stage_c_forward,ops_stage_3,compliance,365.25,11.0,21.692316378350558
stage_c_forward,ops_stage_3,compliance,730.5,12.0,19.61050434161326
stage_c_forward,ops_stage_3,compliance,1095.75,13.0,18.582800324812542
stage_c_forward,ops_stage_3,compliance,1461.0,14.0,17.928679920647006
stage_c_forward,ops_stage_3,compliance,1826.25,15.0,17.457412597587133
stage_c_forward,ops_stage_4,compliance,365.25,16.0,15.724354850864476
stage_c_forward,ops_stage_4,compliance,730.5,17.0,14.974701514424504
stage_c_forward,ops_stage_4,compliance,1095.75,18.0,14.528316659801943
stage_c_forward,ops_stage_4,compliance,1461.0,19.0,14.206772657687054
stage_c_forward,ops_stage_4,compliance,1826.25,20.0,13.956858966680855
stage_c_forward,recovery,compliance,365.25,21.0,22.73251346026248
stage_c_forward,recovery,compliance,730.5,22.0,27.964265887045382
stage_c_forward,recovery,compliance,1095.75,23.0,31.073408758464335
stage_c_forward,recovery,compliance,1461.0,24.0,33.221205249450875
stage_c_forward,recovery,compliance,1826.25,25.0,34.81679901685848
stage_c_forward,recovery,compliance,2191.5,26.0,36.05338400120342
stage_c_forward,recovery,compliance,2556.75,27.0,37.056485165503034
stage_c_forward,recovery,compliance,2922.0,28.0,37.89058794058099
stage_c_forward,recovery,compliance,3287.25,29.0,38.59325113693558
stage_c_forward,recovery,compliance,3652.5,30.0,39.18821827053007
stage_c_forward,recovery,compliance,4017.75,31.0,39.69227279087302
stage_c_forward,recovery,compliance,4383.0,32.0,40.110692998743936
stage_c_forward,recovery,compliance,4748.25,33.0,40.46088278184703
stage_c_forward,recovery,compliance,5113.5,34.0,40.77065926253136
stage_c_forward,recovery,compliance,5478.75,35.0,41.046120056047506
stage_c_forward,recovery,compliance,5844.0,36.0,41.29130818813452
stage_c_forward,recovery,compliance,6209.25,37.0,41.509564770707385
stage_c_forward,recovery,compliance,6574.5,38.0,41.703776451567535
stage_c_forward,recovery,compliance,6939.75,39.0,41.87664893543812
stage_c_forward,recovery,compliance,7305.0,40.0,42.03062946399615
stage_c_forward,recovery,compliance,7670.25,41.0,42.167885947202855
stage_c_forward,recovery,compliance,8035.5,42.0,42.29032084213397
stage_c_forward,recovery,compliance,8400.75,43.0,42.399599612294864
stage_c_forward,recovery,compliance,8766.0,44.0,42.49718914890789
stage_c_forward,recovery,compliance,9131.25,45.0,42.58437928210347
stage_c_forward,recovery,compliance,9496.5,46.0,42.66230865681401
stage_c_forward,recovery,compliance,9861.75,47.0,42.73198056809716
stage_c_forward,recovery,compliance,10227.0,48.0,42.79429123479184
stage_c_forward,recovery,compliance,10592.25,49.0,42.85002734272416
stage_c_forward,recovery,compliance,10957.5,50.0,42.899894100912306
stage_c_forward,recovery,compliance,11322.75,51.0,42.944536250872055
stage_c_forward,recovery,compliance,11688.0,52.0,42.984472220055196
stage_c_forward,recovery,compliance,12053.25,53.0,43.020221658649625
stage_c_forward,recovery,compliance,12418.5,54.0,43.05224887329011
stage_c_forward,recovery,compliance,12783.75,55.0,43.080892658750834
stage_c_forward,recovery,compliance,13149.0,56.0,43.10656462032794
stage_c_forward,recovery,compliance,13514.25,57.0,43.1295508853932
stage_c_forward,recovery,compliance,13879.5,58.0,43.15014716854707
stage_c_forward,recovery,compliance,14244.75,59.0,43.168552964188876
stage_c_forward,recovery,compliance,14610.0,60.0,43.18507102133745
stage_c_forward,recovery,compliance,14975.25,61.0,43.199872812909895
stage_c_forward,recovery,compliance,15340.5,62.0,43.213131061997466
stage_c_forward,recovery,compliance,15705.75,63.0,43.22501623875394
stage_c_forward,recovery,compliance,16071.0,64.0,43.235662906335385
stage_c_forward,recovery,compliance,16436.25,65.0,43.245205315002636
stage_c_forward,recovery,compliance,16801.5,66.0,43.25374647390924
stage_c_forward,recovery,compliance,17166.75,67.0,43.26140545308995
stage_c_forward,recovery,compliance,17532.0,68.0,43.26826220792113
stage_c_forward,recovery,compliance,17897.25,69.0,43.27440114638464
stage_c_forward,recovery,compliance,18262.5,70.0,43.2799183356568
stage_c_forward,recovery,compliance,18627.75,71.0,43.28484358932742
stage_c_forward,recovery,compliance,18993.0,72.0,43.28926716497246
stage_c_forward,recovery,compliance,19358.25,73.0,43.29323220552469
stage_c_forward,recovery,compliance,19723.5,74.0,43.29678828761909
stage_c_forward,recovery,compliance,20088.75,75.0,43.299982993528566
stage_c_forward,recovery,compliance,20454.0,76.0,43.30283250458848
stage_c_forward,recovery,compliance,20819.25,77.0,43.30538520318396
stage_c_forward,recovery,compliance,21184.5,78.0,43.30767356755036
stage_c_forward,recovery,compliance,21549.75,79.0,43.30973167377307
stage_c_forward,recovery,compliance,21915.0,80.0,43.31158654797299
stage_c_forward,recovery,compliance,22280.25,81.0,43.31323111524314
stage_c_forward,recovery,compliance,22645.5,82.0,43.31471821684538
stage_c_forward,recovery,compliance,23010.75,83.0,43.316044986303474
stage_c_forward,recovery,compliance,23376.0,84.0,43.31723496338072
stage_c_forward,recovery,compliance,23741.25,85.0,43.31829549563794
stage_c_forward,recovery,compliance,24106.5,86.0,43.31925272589037
stage_c_forward,recovery,compliance,24471.75,87.0,43.320115031522306
stage_c_forward,recovery,compliance,24837.0,88.0,43.320883990587525
stage_c_forward,recovery,compliance,25202.25,89.0,43.321567677961575
stage_c_forward,recovery,compliance,25567.5,90.0,43.322189560573186
stage_c_forward,recovery,compliance,25932.75,91.0,43.32274915510587
stage_c_forward,recovery,compliance,26298.0,92.0,43.32323289702533
stage_c_forward,recovery,compliance,26663.25,93.0,43.32368081454587
stage_c_forward,recovery,compliance,27028.5,94.0,43.32407927741193
stage_c_forward,recovery,compliance,27393.75,95.0,43.32443303981985
stage_c_forward,recovery,compliance,27759.0,96.0,43.32475240766347
stage_c_forward,recovery,compliance,28124.25,97.0,43.32504153112692
stage_c_forward,recovery,compliance,28489.5,98.0,43.32529683337219
stage_c_forward,recovery,compliance,28854.75,99.0,43.32553245637404
stage_c_forward,recovery,compliance,29220.0,100.0,43.325735931639784
stage_c_forward,recovery,compliance,29585.25,101.0,43.32592758657945
stage_c_forward,recovery,compliance,29950.5,102.0,43.326082107307755
stage_c_forward,recovery,compliance,30315.75,103.0,43.326223857922365
stage_c_forward,recovery,compliance,30681.0,104.0,43.32635667321017
stage_c_forward,recovery,compliance,31046.25,105.0,43.32648303188447
stage_c_forward,recovery,compliance,31411.5,106.0,43.32657265301829
stage_c_forward,recovery,compliance,31776.75,107.0,43.32667660992544
stage_c_forward,recovery,compliance,32142.0,108.0,43.32676306828301
stage_c_forward,recovery,compliance,32507.25,109.0,43.32683796376289
stage_c_forward,recovery,compliance,32872.5,110.0,43.326909005158015
stage_c_forward,recovery,compliance,33237.75,111.0,43.32698450509571
stage_c_forward,recovery,compliance,33603.0,112.0,43.32701692621567
stage_c_forward,recovery,compliance,33968.25,113.0,43.32707561768133
stage_c_forward,recovery,compliance,34333.5,114.0,43.327123482121074
stage_c_forward,recovery,compliance,34698.75,115.0,43.32716186778794
stage_c_forward,recovery,compliance,35064.0,116.0,43.32719616754669
stage_c_forward,recovery,compliance,35429.25,117.0,43.327234132358655
stage_c_forward,recovery,compliance,35794.5,118.0,43.327254143550014
stage_c_forward,recovery,compliance,36159.75,119.0,43.32727342729784
stage_c_forward,recovery,compliance,36525.0,120.0,43.3273043364924
stage_c_forward,predevelopment,landholder,1.0,0.0027378507871321013,41.13522466693673
stage_c_forward,ops_stage_1,landholder,365.25,1.0,41.09314788957687
stage_c_forward,ops_stage_1,landholder,730.5,2.0,41.05052149338043
stage_c_forward,ops_stage_1,landholder,1095.75,3.0,41.01545396090665
stage_c_forward,ops_stage_1,landholder,1461.0,4.0,40.98737472197003
stage_c_forward,ops_stage_1,landholder,1826.25,5.0,40.96467912316199
stage_c_forward,ops_stage_2,landholder,365.25,6.0,40.829301318064864
stage_c_forward,ops_stage_2,landholder,730.5,7.0,40.703758834779094
stage_c_forward,ops_stage_2,landholder,1095.75,8.0,40.601822923773554
stage_c_forward,ops_stage_2,landholder,1461.0,9.0,40.52058418923827
stage_c_forward,ops_stage_2,landholder,1826.25,10.0,40.45476429073027
stage_c_forward,ops_stage_3,landholder,365.25,11.0,40.27269680802558
stage_c_forward,ops_stage_3,landholder,730.5,12.0,40.10129256923639
stage_c_forward,ops_stage_3,landholder,1095.75,13.0,39.96193931837185
stage_c_forward,ops_stage_3,landholder,1461.0,14.0,39.85011044739756
stage_c_forward,ops_stage_3,landholder,1826.25,15.0,39.75823495041018
stage_c_forward,ops_stage_4,landholder,365.25,16.0,39.64186998646401
stage_c_forward,ops_stage_4,landholder,730.5,17.0,39.53773667918308
stage_c_forward,ops_stage_4,landholder,1095.75,18.0,39.45503288183643
stage_c_forward,ops_stage_4,landholder,1461.0,19.0,39.38587969307597
stage_c_forward,ops_stage_4,landholder,1826.25,20.0,39.32776493362058
stage_c_forward,recovery,landholder,365.25,21.0,39.593363428119844
stage_c_forward,recovery,landholder,730.5,22.0,39.871285676144
stage_c_forward,recovery,landholder,1095.75,23.0,40.0742965807898
stage_c_forward,recovery,landholder,1461.0,24.0,40.22396161168923
stage_c_forward,recovery,landholder,1826.25,25.0,40.34061866854226
stage_c_forward,recovery,landholder,2191.5,26.0,40.435336039772565
stage_c_forward,recovery,landholder,2556.75,27.0,40.516426210443825
stage_c_forward,recovery,landholder,2922.0,28.0,40.58704435797379
stage_c_forward,recovery,landholder,3287.25,29.0,40.64890096096967
stage_c_forward,recovery,landholder,3652.5,30.0,40.70312235525891
stage_c_forward,recovery,landholder,4017.75,31.0,40.75053314944087
stage_c_forward,recovery,landholder,4383.0,32.0,40.791440068042014
stage_c_forward,recovery,landholder,4748.25,33.0,40.82674333019829
stage_c_forward,recovery,landholder,5113.5,34.0,40.8578880648439
stage_c_forward,recovery,landholder,5478.75,35.0,40.88564385625993
stage_c_forward,recovery,landholder,5844.0,36.0,40.910466941136285
stage_c_forward,recovery,landholder,6209.25,37.0,40.93267905798519
stage_c_forward,recovery,landholder,6574.5,38.0,40.95255101417605
stage_c_forward,recovery,landholder,6939.75,39.0,40.9703448243521
stage_c_forward,recovery,landholder,7305.0,40.0,40.986305004295616
stage_c_forward,recovery,landholder,7670.25,41.0,41.000642903508286
stage_c_forward,recovery,landholder,8035.5,42.0,41.01353845557339
stage_c_forward,recovery,landholder,8400.75,43.0,41.02514838957153
stage_c_forward,recovery,landholder,8766.0,44.0,41.03560902176823
stage_c_forward,recovery,landholder,9131.25,45.0,41.045038266155814
stage_c_forward,recovery,landholder,9496.5,46.0,41.05353894067178
stage_c_forward,recovery,landholder,9861.75,47.0,41.061202901199756
stage_c_forward,recovery,landholder,10227.0,48.0,41.06811180944903
stage_c_forward,recovery,landholder,10592.25,49.0,41.07433750864003
stage_c_forward,recovery,landholder,10957.5,50.0,41.079946624994705
stage_c_forward,recovery,landholder,11322.75,51.0,41.084997061806234
stage_c_forward,recovery,landholder,11688.0,52.0,41.089543825599854
stage_c_forward,recovery,landholder,12053.25,53.0,41.09363454031913
stage_c_forward,recovery,landholder,12418.5,54.0,41.09731599599438
stage_c_forward,recovery,landholder,12783.75,55.0,41.100625733966936
stage_c_forward,recovery,landholder,13149.0,56.0,41.10360032482304
stage_c_forward,recovery,landholder,13514.25,57.0,41.10627396943924
stage_c_forward,recovery,landholder,13879.5,58.0,41.10867696124813
stage_c_forward,recovery,landholder,14244.75,59.0,41.11083060712392
stage_c_forward,recovery,landholder,14610.0,60.0,41.1127706594143
stage_c_forward,recovery,landholder,14975.25,61.0,41.11450847727212
stage_c_forward,recovery,landholder,15340.5,62.0,41.116073850249556
stage_c_forward,recovery,landholder,15705.75,63.0,41.11747320482626
stage_c_forward,recovery,landholder,16071.0,64.0,41.11873407405308
stage_c_forward,recovery,landholder,16436.25,65.0,41.11986398985178
stage_c_forward,recovery,landholder,16801.5,66.0,41.12087707532757
stage_c_forward,recovery,landholder,17166.75,67.0,41.1217864547081
stage_c_forward,recovery,landholder,17532.0,68.0,41.12260165445517
stage_c_forward,recovery,landholder,17897.25,69.0,41.123330818802486
stage_c_forward,recovery,landholder,18262.5,70.0,41.123987819348585
stage_c_forward,recovery,landholder,18627.75,71.0,41.124578475751996
stage_c_forward,recovery,landholder,18993.0,72.0,41.125106508395234
stage_c_forward,recovery,landholder,19358.25,73.0,41.125578484023734
stage_c_forward,recovery,landholder,19723.5,74.0,41.12600305836114
stage_c_forward,recovery,landholder,20088.75,75.0,41.12638229149175
stage_c_forward,recovery,landholder,20454.0,76.0,41.12672428985531
stage_c_forward,recovery,landholder,20819.25,77.0,41.12703037027311
stage_c_forward,recovery,landholder,21184.5,78.0,41.12730351181524
stage_c_forward,recovery,landholder,21549.75,79.0,41.1275476680153
stage_c_forward,recovery,landholder,21915.0,80.0,41.12776935191231
stage_c_forward,recovery,landholder,22280.25,81.0,41.12796637400379
stage_c_forward,recovery,landholder,22645.5,82.0,41.12814349676588
stage_c_forward,recovery,landholder,23010.75,83.0,41.12830246675682
stage_c_forward,recovery,landholder,23376.0,84.0,41.12844539534356
stage_c_forward,recovery,landholder,23741.25,85.0,41.128573430855425
stage_c_forward,recovery,landholder,24106.5,86.0,41.128688363175456
stage_c_forward,recovery,landholder,24471.75,87.0,41.12879166203265
stage_c_forward,recovery,landholder,24837.0,88.0,41.12888302187305
stage_c_forward,recovery,landholder,25202.25,89.0,41.1289659087506
stage_c_forward,recovery,landholder,25567.5,90.0,41.12904089864453
stage_c_forward,recovery,landholder,25932.75,91.0,41.129105748567405
stage_c_forward,recovery,landholder,26298.0,92.0,41.129161417815226
stage_c_forward,recovery,landholder,26663.25,93.0,41.129218195690484
