forecast,n_realizations,target_obsval,base_value,mean,std,min,p05,p25,p50,p75,p95,max,mean_minus_target,base_minus_target
fcst_max_compliance_dd,42,29.580973488207576,29.580966722701177,29.65577987827218,0.3212069590986574,28.63644029642385,29.290074535854114,29.49156098803335,29.595251217148892,29.834999483251266,30.21807721718857,30.436834150808025,0.07480639006460521,-6.765506398664911e-06
fcst_max_receptor_dd,42,2.1978799835980354,2.1978802055176203,2.1841894962468498,0.15190192685335235,1.7909673531911636,1.9413571722465506,2.1015199517955825,2.1975450270824552,2.293391476836561,2.413552558253125,2.488859257409601,-0.01369048735118561,2.2191958493067432e-07
fcst_recovery_years,42,24.0,24.0,24.428571428571427,1.039297538158491,23.0,23.0,24.0,24.0,25.0,26.0,27.0,0.42857142857142705,0.0
fcst_stage4_mean_inflow,42,50543.37128006724,50543.371313233896,50464.58263846535,1647.7771168129627,46641.91987912925,47988.82189228817,49152.47863288811,50673.01700277692,51187.34591928619,53260.63019741205,54254.03958375527,-78.78864160188823,3.31666597048752e-05
