scenario,realization,fcst_max_compliance_dd,fcst_max_receptor_dd,fcst_recovery_years,fcst_stage4_mean_inflow
S3_BUFF,real_0015,26.764550662935036,1.8036894249627622,46.0,25411.081533452973
S3_BUFF,real_0016,26.52034321141076,1.2222654475371613,40.0,25425.99140567461
S3_BUFF,real_0017,29.466630078422533,5.0262377995226615,34.0,38600.73413513127
S3_BUFF,real_0018,32.593781795137424,4.780043585807313,32.0,43950.30361220133
S3_BUFF,real_0019,27.774042861268516,3.007130609022255,41.0,31775.508590653866
S3_BUFF,real_0020,24.636167569229922,1.8401684667112406,30.0,39592.93683817887
S3_BUFF,real_0021,24.916783380186658,1.6501274955952425,21.0,59348.42067364462
S3_BUFF,real_0022,31.548362701673817,1.4196750238724007,43.0,43646.98168463212
S3_BUFF,real_0023,21.731659795989955,1.130810166356511,36.0,34615.344498054845
S3_BUFF,real_0024,27.514990537909892,3.513100944547631,25.0,48878.55475759493
S3_BUFF,real_0025,25.365449612378256,0.6569729165666729,59.0,18226.27616608213
S3_BUFF,real_0026,29.570396626098294,1.9711654248849513,38.0,30037.242132858955
S3_BUFF,real_0027,15.308490786172843,0.9960631926363135,29.0,22731.610371031387
S3_BUFF,real_0028,21.94547309916832,0.8378475577698339,36.0,38324.08465384677
S3_BUFF,real_0029,26.33450358127625,1.4521949534021061,52.0,22545.023432235696
S3_BUFF,real_0030,41.569223597216265,6.997755556798836,34.0,63217.65888080328
S3_BUFF,real_0031,26.328453617717905,1.1700900699211374,33.0,56455.22998687187
S3_BUFF,real_0032,19.069815215433078,1.3478882955143447,25.0,27412.53037591622
S3_BUFF,real_0034,27.656605485284906,1.433409186183276,45.0,29003.765808836248
S3_BUFF,real_0035,31.3309815910894,6.165566246042808,30.0,42154.88563947401
S3_BUFF,real_0036,27.43018015982384,4.318666033521907,36.0,36683.668474776845
S3_BUFF,real_0037,31.721906900317002,1.5939681714499017,37.0,41104.35157942614
S3_BUFF,real_0038,26.221714240587374,1.8601291368300679,36.0,31990.296931709592
S3_BUFF,real_0039,35.02826332195852,1.2948611402331167,27.0,60540.5439768321
S3_BUFF,real_0040,28.420072017893574,1.671629449021502,31.0,34778.07516648324
S3_BUFF,real_0041,22.078256492573374,1.7532268310476482,34.0,36513.223485651986
S3_BUFF,real_0042,33.43354634825215,9.567152146429422,18.0,86025.36105970114
S3_BUFF,real_0043,34.01554512033472,2.438055397185714,34.0,34694.90788842332
S3_BUFF,real_0044,19.735477901427366,4.320206607149743,25.0,36034.52799410372
S3_BUFF,real_0045,34.233047668829926,7.482646695197275,28.0,52802.31852646384
S3_BUFF,real_0046,27.359812144071622,2.891555217017114,26.0,39090.97897746167
S3_BUFF,real_0047,22.121850779110396,2.925915648685887,31.0,34552.56469404929
S3_BUFF,real_0048,10.989288720601195,1.206960084745333,37.0,15690.414119832907
S3_BUFF,real_0049,36.5644148384598,6.770490624397233,38.0,44376.141768738235
S3_BUFF,real_0050,25.77629936491777,5.0432211877196025,20.0,55306.9534594236
S3_BUFF,real_0051,25.23330760151,2.8500464854718217,26.0,50983.575017235875
S3_BUFF,real_0052,15.975077074950729,0.655629286578197,57.0,15807.556088179492
S3_BUFF,real_0053,27.46691549583247,1.142912152892123,31.0,40734.6766319611
S3_BUFF,real_0054,28.603988882416196,3.08824523844671,28.0,44634.47223326046
S3_BUFF,real_0055,22.421133068228297,1.7438883177979392,34.0,29682.53263554552
S3_BUFF,real_0056,39.20510429624174,11.723282659776121,25.0,63832.12431678914
S3_BUFF,real_0057,36.190677131669446,12.84389817732255,20.0,68136.6826273003
S3_BUFF,real_0058,34.59105564438557,3.712868860566296,26.0,67722.9861819054
S3_BUFF,real_0059,28.806704718861802,1.1863739059411103,41.0,33699.70471604177
S3_BUFF,real_0060,34.01735205453835,2.5225491635196775,28.0,56479.94354132658
S3_BUFF,real_0061,20.478821965796147,1.7403676469716345,38.0,22776.308246767378
S3_BUFF,real_0062,23.48988570831199,1.9206086132089766,37.0,27380.40928664374
S3_BUFF,real_0063,22.770933868838686,3.725560077251046,27.0,40727.56732715368
S3_BUFF,real_0064,26.779050889771987,5.483378541863431,31.0,35685.705536074776
S3_BUFF,real_0065,25.491418691990457,3.7615779426463547,21.0,54520.42049215738
S3_BUFF,real_0066,23.16742777164724,3.378674089512735,27.0,32566.613804307883
S3_BUFF,real_0067,35.58433493281864,6.904784746739175,29.0,63517.38556170273
S3_BUFF,real_0068,19.703613127630824,1.7283810719568535,37.0,23899.896619417454
S3_BUFF,real_0069,32.25953574773161,13.23235807745218,21.0,74632.06884629437
S3_BUFF,real_0070,21.57055417409228,1.9736514352444914,27.0,45693.944563116806
S3_BUFF,real_0071,24.638768695505398,1.889898927733931,42.0,29099.474742021306
S3_BUFF,real_0072,32.724062744881806,2.273497171570199,52.0,31280.473677960574
S3_BUFF,real_0073,20.87122145285625,5.817832285560165,26.0,38288.23776219012
