scenario,forecast,threshold,n,n_exceed,frequency,wilson95_low,wilson95_high
S3_BUFF,fcst_max_receptor_dd,1.4,89,82,0.9213483146067416,0.846448576179568,0.961380177834826
S3_BUFF,fcst_max_receptor_dd,1.45,89,80,0.898876404494382,0.818863100692257,0.9458814531080358
S3_BUFF,fcst_max_receptor_dd,1.5,89,78,0.8764044943820225,0.7920955236695154,0.9295648299166767
S3_BUFF,fcst_max_receptor_dd,1.55,89,75,0.8426966292134831,0.7531121499312459,0.9039219033337944
S3_BUFF,fcst_max_receptor_dd,1.6,89,69,0.7752808988764045,0.6782264081966249,0.8495550444261124
S3_BUFF,fcst_max_receptor_dd,1.65,89,66,0.7415730337078652,0.6419705871628898,0.8211845651386962
S3_BUFF,fcst_max_receptor_dd,1.7,89,62,0.6966292134831461,0.5946286603942715,0.7823580914791123
S3_BUFF,fcst_max_receptor_dd,1.75,89,60,0.6741573033707865,0.5713422761622178,0.7625602754970651
S3_BUFF,fcst_max_receptor_dd,1.8,89,58,0.651685393258427,0.5482931796636432,0.7425251717815387
S3_BUFF,fcst_max_receptor_dd,1.85,89,49,0.550561797752809,0.44726333152374137,0.649676118957986
S3_BUFF,fcst_max_receptor_dd,1.9,89,46,0.5168539325842697,0.4145058525044388,0.6178072976561371
S3_BUFF,fcst_max_receptor_dd,1.95,89,42,0.47191011235955055,0.37152022402743146,0.5746245257049423
S3_BUFF,fcst_max_receptor_dd,2.0,89,41,0.4606741573033708,0.3608972112390251,0.5637054383862982
S3_BUFF,fcst_max_receptor_dd,2.05,89,37,0.4157303370786517,0.31890529285727987,0.5195289563398414
S3_BUFF,fcst_max_receptor_dd,2.1,89,34,0.38202247191011235,0.2879491474996802,0.4858588013762895
S3_BUFF,fcst_max_receptor_dd,2.15,89,30,0.33707865168539325,0.24742835204837482,0.4402111963993928
S3_BUFF,fcst_max_receptor_dd,2.2,89,30,0.33707865168539325,0.24742835204837482,0.4402111963993928
S3_BUFF,fcst_max_receptor_dd,2.25,89,23,0.25842696629213485,0.1788154348613038,0.3580294128371103
S3_BUFF,fcst_max_receptor_dd,2.3,89,22,0.24719101123595505,0.16928236444786654,0.3460203831434971
S3_BUFF,fcst_max_receptor_dd,2.35,89,20,0.2247191011235955,0.15044495557388762,0.32177359180337495
S3_BUFF,fcst_max_receptor_dd,2.4,89,17,0.19101123595505617,0.1228195648849351,0.28477268217117596
S3_BUFF,fcst_max_receptor_dd,2.45,89,14,0.15730337078651685,0.09607809666620552,0.24688785006875402
S3_BUFF,fcst_max_receptor_dd,2.5,89,14,0.15730337078651685,0.09607809666620552,0.24688785006875402
S3_BUFF,fcst_max_receptor_dd,2.55,89,11,0.12359550561797752,0.07043517008332338,0.20790447633048464
S3_BUFF,fcst_max_receptor_dd,2.6,89,11,0.12359550561797752,0.07043517008332338,0.20790447633048464
S3_BUFF,fcst_max_receptor_dd,2.65,89,9,0.10112359550561797,0.054118546891964145,0.1811368993077429
S3_BUFF,fcst_max_receptor_dd,2.7,89,9,0.10112359550561797,0.054118546891964145,0.1811368993077429
S3_BUFF,fcst_max_receptor_dd,2.75,89,9,0.10112359550561797,0.054118546891964145,0.1811368993077429
S3_BUFF,fcst_max_compliance_dd,24.0,89,89,1.0,0.9586234547637477,1.0
S3_BUFF,fcst_max_compliance_dd,24.25,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,24.5,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,24.75,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,25.0,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,25.25,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,25.5,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,25.75,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,26.0,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,26.25,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_max_compliance_dd,26.5,89,87,0.9775280898876404,0.921723653251775,0.9938156012978714
S3_BUFF,fcst_max_compliance_dd,26.75,89,82,0.9213483146067416,0.846448576179568,0.961380177834826
S3_BUFF,fcst_max_compliance_dd,27.0,89,80,0.898876404494382,0.818863100692257,0.9458814531080358
S3_BUFF,fcst_max_compliance_dd,27.25,89,68,0.7640449438202247,0.6660637395237937,0.840175612991893
S3_BUFF,fcst_max_compliance_dd,27.5,89,53,0.5955056179775281,0.4916422477269262,0.6914656031830031
S3_BUFF,fcst_max_compliance_dd,27.75,89,36,0.4044943820224719,0.3085343968169969,0.5083577522730738
S3_BUFF,fcst_max_compliance_dd,28.0,89,25,0.2808988764044944,0.1980948950798778,0.38183415283263744
S3_BUFF,fcst_max_compliance_dd,28.25,89,12,0.1348314606741573,0.07884271200737804,0.22103903451348056
S3_BUFF,fcst_max_compliance_dd,28.5,89,7,0.07865168539325842,0.03861982216517404,0.15355142382043202
S3_BUFF,fcst_max_compliance_dd,28.75,89,5,0.056179775280898875,0.024232878420720118,0.12485416735078494
S3_BUFF,fcst_max_compliance_dd,29.0,89,4,0.0449438202247191,0.017614486067325956,0.10993045959712858
S3_BUFF,fcst_max_compliance_dd,29.25,89,1,0.011235955056179775,0.001986183228256385,0.060932462115046646
S3_BUFF,fcst_max_compliance_dd,29.5,89,1,0.011235955056179775,0.001986183228256385,0.060932462115046646
S3_BUFF,fcst_max_compliance_dd,29.75,89,1,0.011235955056179775,0.001986183228256385,0.060932462115046646
S3_BUFF,fcst_max_compliance_dd,30.0,89,1,0.011235955056179775,0.001986183228256385,0.060932462115046646
S3_BUFF,fcst_max_compliance_dd,30.25,89,1,0.011235955056179775,0.001986183228256385,0.060932462115046646
S3_BUFF,fcst_max_compliance_dd,30.5,89,1,0.011235955056179775,0.001986183228256385,0.060932462115046646
S3_BUFF,fcst_max_compliance_dd,30.75,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,31.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,31.25,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,31.5,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,31.75,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,32.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,32.25,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,32.5,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,32.75,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_max_compliance_dd,33.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,35000.0,89,51,0.5730337078651685,0.46935116372658753,0.6706724869692406
S3_BUFF,fcst_stage4_mean_inflow,35500.0,89,38,0.42696629213483145,0.3293275130307593,0.5306488362734123
S3_BUFF,fcst_stage4_mean_inflow,36000.0,89,28,0.3146067415730337,0.22751037840947347,0.4170449698241932
S3_BUFF,fcst_stage4_mean_inflow,36500.0,89,21,0.23595505617977527,0.1598243870081069,0.3339362604762063
S3_BUFF,fcst_stage4_mean_inflow,37000.0,89,17,0.19101123595505617,0.1228195648849351,0.28477268217117596
S3_BUFF,fcst_stage4_mean_inflow,37500.0,89,13,0.14606741573033707,0.08739460273413961,0.23402924389376945
S3_BUFF,fcst_stage4_mean_inflow,38000.0,89,9,0.10112359550561797,0.054118546891964145,0.1811368993077429
S3_BUFF,fcst_stage4_mean_inflow,38500.0,89,6,0.06741573033707865,0.03126138505292331,0.13936776082563224
S3_BUFF,fcst_stage4_mean_inflow,39000.0,89,2,0.02247191011235955,0.006184398702128599,0.07827634674822494
S3_BUFF,fcst_stage4_mean_inflow,39500.0,89,2,0.02247191011235955,0.006184398702128599,0.07827634674822494
S3_BUFF,fcst_stage4_mean_inflow,40000.0,89,1,0.011235955056179775,0.001986183228256385,0.060932462115046646
S3_BUFF,fcst_stage4_mean_inflow,40500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,41000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,41500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,42000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,42500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,43000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,43500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,44000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,44500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,45000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,45500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,46000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,46500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,47000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,47500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,48000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,48500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,49000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,49500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,50000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,50500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,51000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,51500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,52000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,52500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,53000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,53500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,54000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,54500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,55000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,55500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,56000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,56500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,57000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,57500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,58000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,58500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,59000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,59500.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_stage4_mean_inflow,60000.0,89,0,0.0,3.469446951953614e-18,0.04137654523625252
S3_BUFF,fcst_recovery_years,22.0,89,89,1.0,0.9586234547637477,1.0
S3_BUFF,fcst_recovery_years,23.0,89,89,1.0,0.9586234547637477,1.0
S3_BUFF,fcst_recovery_years,24.0,89,89,1.0,0.9586234547637477,1.0
S3_BUFF,fcst_recovery_years,25.0,89,89,1.0,0.9586234547637477,1.0
S3_BUFF,fcst_recovery_years,26.0,89,89,1.0,0.9586234547637477,1.0
S3_BUFF,fcst_recovery_years,27.0,89,89,1.0,0.9586234547637477,1.0
S3_BUFF,fcst_recovery_years,28.0,89,89,1.0,0.9586234547637477,1.0
S3_BUFF,fcst_recovery_years,29.0,89,88,0.9887640449438202,0.9390675378849535,0.9980138167717437
S3_BUFF,fcst_recovery_years,30.0,89,86,0.9662921348314607,0.9055263755943858,0.9884707788482102
S3_BUFF,fcst_recovery_years,31.0,89,85,0.9550561797752809,0.8900695404028713,0.982385513932674
S3_BUFF,fcst_recovery_years,32.0,89,77,0.8651685393258427,0.7789609654865195,0.921157287992622
S3_BUFF,fcst_recovery_years,33.0,89,61,0.6853932584269663,0.5829550301758069,0.7724896215905266
S3_BUFF,fcst_recovery_years,34.0,89,54,0.6067415730337079,0.5028653953994611,0.7017845556175188
S3_BUFF,fcst_recovery_years,35.0,89,38,0.42696629213483145,0.3293275130307593,0.5306488362734123
S3_BUFF,fcst_recovery_years,36.0,89,26,0.29213483146067415,0.20783608917845903,0.39363505884110656
S3_BUFF,fcst_recovery_years,37.0,89,19,0.21348314606741572,0.1411479650217861,0.309528482248426
S3_BUFF,fcst_recovery_years,38.0,89,14,0.15730337078651685,0.09607809666620552,0.24688785006875402
S3_BUFF,fcst_recovery_years,39.0,89,7,0.07865168539325842,0.03861982216517404,0.15355142382043202
S3_BUFF,fcst_recovery_years,40.0,89,6,0.06741573033707865,0.03126138505292331,0.13936776082563224
S3_BUFF,fcst_recovery_years,41.0,89,3,0.033707865168539325,0.011529221151789802,0.09447362440561424
S3_BUFF,fcst_recovery_years,42.0,89,2,0.02247191011235955,0.006184398702128599,0.07827634674822494
S6_UPRISK,fcst_max_receptor_dd,1.25,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.3,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.35,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.4,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.45,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.5,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.55,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.6,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.65,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.7,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.75,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_receptor_dd,1.8,42,41,0.9761904761904762,0.8767879842623334,0.9957845958655673
S6_UPRISK,fcst_max_receptor_dd,1.85,42,41,0.9761904761904762,0.8767879842623334,0.9957845958655673
S6_UPRISK,fcst_max_receptor_dd,1.9,42,40,0.9523809523809523,0.8421014760304114,0.9868424750910944
S6_UPRISK,fcst_max_receptor_dd,1.95,42,38,0.9047619047619048,0.7793489419142897,0.9623377511944261
S6_UPRISK,fcst_max_receptor_dd,2.0,42,37,0.8809523809523809,0.7499960973799032,0.9480619667224176
S6_UPRISK,fcst_max_receptor_dd,2.05,42,35,0.8333333333333334,0.6939599725535115,0.9168408335360192
S6_UPRISK,fcst_max_receptor_dd,2.1,42,31,0.7380952380952381,0.5893126929422804,0.8469735971216702
S6_UPRISK,fcst_max_receptor_dd,2.15,42,24,0.5714285714285714,0.4220623987810458,0.7088234882381393
S6_UPRISK,fcst_max_receptor_dd,2.2,42,21,0.5,0.3552598959637448,0.6447401040362553
S6_UPRISK,fcst_max_receptor_dd,2.25,42,17,0.40476190476190477,0.27042861147481323,0.5550568724996064
S6_UPRISK,fcst_max_receptor_dd,2.3,42,9,0.21428571428571427,0.11705799876003031,0.35939845316322905
S6_UPRISK,fcst_max_receptor_dd,2.35,42,4,0.09523809523809523,0.03766224880557388,0.22065105808571023
S6_UPRISK,fcst_max_receptor_dd,2.4,42,3,0.07142857142857142,0.02459040987330592,0.19009426801158313
S6_UPRISK,fcst_max_receptor_dd,2.45,42,1,0.023809523809523808,0.004215404134432499,0.12321201573766646
S6_UPRISK,fcst_max_receptor_dd,2.5,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_receptor_dd,2.55,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_receptor_dd,2.6,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_receptor_dd,2.65,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_receptor_dd,2.7,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_receptor_dd,2.75,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,24.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,24.25,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,24.5,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,24.75,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,25.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,25.25,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,25.5,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,25.75,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,26.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,26.25,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,26.5,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,26.75,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,27.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,27.25,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,27.5,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,27.75,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,28.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,28.25,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,28.5,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_max_compliance_dd,28.75,42,41,0.9761904761904762,0.8767879842623334,0.9957845958655673
S6_UPRISK,fcst_max_compliance_dd,29.0,42,41,0.9761904761904762,0.8767879842623334,0.9957845958655673
S6_UPRISK,fcst_max_compliance_dd,29.25,42,40,0.9523809523809523,0.8421014760304114,0.9868424750910944
S6_UPRISK,fcst_max_compliance_dd,29.5,42,30,0.7142857142857143,0.5643279073180463,0.8283297537395091
S6_UPRISK,fcst_max_compliance_dd,29.75,42,13,0.30952380952380953,0.19071102858794878,0.4602599393608908
S6_UPRISK,fcst_max_compliance_dd,30.0,42,5,0.11904761904761904,0.05193803327758237,0.25000390262009675
S6_UPRISK,fcst_max_compliance_dd,30.25,42,2,0.047619047619047616,0.013157524908905607,0.15789852396958842
S6_UPRISK,fcst_max_compliance_dd,30.5,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,30.75,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,31.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,31.25,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,31.5,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,31.75,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,32.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,32.25,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,32.5,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,32.75,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_max_compliance_dd,33.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,35000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,35500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,36000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,36500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,37000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,37500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,38000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,38500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,39000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,39500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,40000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,40500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,41000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,41500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,42000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,42500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,43000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,43500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,44000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,44500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,45000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,45500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,46000.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,46500.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_stage4_mean_inflow,47000.0,42,41,0.9761904761904762,0.8767879842623334,0.9957845958655673
S6_UPRISK,fcst_stage4_mean_inflow,47500.0,42,41,0.9761904761904762,0.8767879842623334,0.9957845958655673
S6_UPRISK,fcst_stage4_mean_inflow,48000.0,42,39,0.9285714285714286,0.8099057319884169,0.9754095901266941
S6_UPRISK,fcst_stage4_mean_inflow,48500.0,42,37,0.8809523809523809,0.7499960973799032,0.9480619667224176
S6_UPRISK,fcst_stage4_mean_inflow,49000.0,42,34,0.8095238095238095,0.6669922598996131,0.9001799171835226
S6_UPRISK,fcst_stage4_mean_inflow,49500.0,42,30,0.7142857142857143,0.5643279073180463,0.8283297537395091
S6_UPRISK,fcst_stage4_mean_inflow,50000.0,42,26,0.6190476190476191,0.4681404026715268,0.7500027423604485
S6_UPRISK,fcst_stage4_mean_inflow,50500.0,42,23,0.5476190476190477,0.3994911903473349,0.6877660676654553
S6_UPRISK,fcst_stage4_mean_inflow,51000.0,42,14,0.3333333333333333,0.21012467072357258,0.484474926231662
S6_UPRISK,fcst_stage4_mean_inflow,51500.0,42,9,0.21428571428571427,0.11705799876003031,0.35939845316322905
S6_UPRISK,fcst_stage4_mean_inflow,52000.0,42,8,0.19047619047619047,0.09982008281647739,0.3330077401003869
S6_UPRISK,fcst_stage4_mean_inflow,52500.0,42,5,0.11904761904761904,0.05193803327758237,0.25000390262009675
S6_UPRISK,fcst_stage4_mean_inflow,53000.0,42,3,0.07142857142857142,0.02459040987330592,0.19009426801158313
S6_UPRISK,fcst_stage4_mean_inflow,53500.0,42,1,0.023809523809523808,0.004215404134432499,0.12321201573766646
S6_UPRISK,fcst_stage4_mean_inflow,54000.0,42,1,0.023809523809523808,0.004215404134432499,0.12321201573766646
S6_UPRISK,fcst_stage4_mean_inflow,54500.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,55000.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,55500.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,56000.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,56500.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,57000.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,57500.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,58000.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,58500.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,59000.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,59500.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_stage4_mean_inflow,60000.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,22.0,42,42,1.0,0.916201209134296,0.9999999999999999
S6_UPRISK,fcst_recovery_years,23.0,42,33,0.7857142857142857,0.6406015468367708,0.8829420012399697
