iteration,total_runs,obs_realization,par_realization,forecast_compliance,forecast_receptor,forecast_recovery,forecast_inflow,head_compliance,head_landholder,head_receptor,budget_mineinflow
3,272,real_0021,real_0021,0,0,0,0,2.49031,0.175707,0.181271,0.463664
3,272,real_0026,real_0026,0,0,0,0,1.28046,0.00751565,0.0623486,0.858326
3,272,real_0029,real_0029,0,0,0,0,2.70568,0.0864154,0.179579,2.39779
3,272,real_0034,real_0034,0,0,0,0,0.0821707,0.0254447,0.0197274,0.0957466
3,272,real_0035,real_0035,0,0,0,0,0.29117,0.00200711,0.208415,0.418538
3,272,real_0036,real_0036,0,0,0,0,2.84746,0.613717,0.924954,0.326517
3,272,real_0038,real_0038,0,0,0,0,0.0906517,0.0121821,0.070373,0.0138608
3,272,real_0040,real_0040,0,0,0,0,0.651586,0.156837,0.0649445,0.253932
3,272,real_0044,real_0044,0,0,0,0,2.22033,0.0357537,0.0391393,0.0750846
3,272,real_0046,real_0046,0,0,0,0,1.04665,0.698116,0.123845,0.0622715
3,272,real_0054,real_0054,0,0,0,0,0.956626,0.287988,0.492765,0.0252749
3,272,real_0057,real_0057,0,0,0,0,2.54624,0.683875,1.66524,0.994015
3,272,real_0058,real_0058,0,0,0,0,0.917272,0.60695,0.0086001,0.11926
3,272,real_0063,real_0063,0,0,0,0,0.775589,0.0954493,0.0267748,0.185034
3,272,real_0064,real_0064,0,0,0,0,12.8798,0.0153092,0.40677,0.206261
3,272,real_0065,real_0065,0,0,0,0,0.759936,0.060859,0.109441,0.0978087
3,272,real_0066,real_0066,0,0,0,0,0.673338,0.0262412,0.10632,0.0204195
3,272,real_0067,real_0067,0,0,0,0,1.02892,0.0175106,0.0292896,0.488998
3,272,real_0068,real_0068,0,0,0,0,1.85313,0.20618,0.0611639,0.516822
3,272,real_0069,real_0069,0,0,0,0,0.444953,0.0179408,0.0201344,0.0105449
3,272,real_0070,real_0070,0,0,0,0,1.71541,0.00746697,0.160754,0.181916
3,272,real_0071,real_0071,0,0,0,0,3.01482,0.0722518,0.205121,0.380202
3,272,real_0074,real_0074,0,0,0,0,0.266185,0.106983,0.0532274,0.0840879
3,272,real_0075,real_0075,0,0,0,0,1.14085,0.0166531,0.0224855,0.0968256
3,272,real_0076,real_0076,0,0,0,0,0.23949,0.177633,0.234317,0.00528222
3,272,real_0084,real_0084,0,0,0,0,0.125219,0.062201,0.675617,0.0854509
3,272,real_0086,real_0086,0,0,0,0,2.09529,0.22372,0.386892,0.0581183
3,272,real_0094,real_0094,0,0,0,0,0.0502502,0.334604,0.464191,0.1663
3,272,real_0095,real_0095,0,0,0,0,0.523204,0.0311207,0.075875,0.165938
3,272,real_0096,real_0096,0,0,0,0,0.542585,0.0513953,0.371593,0.513425
3,272,real_0099,real_0099,0,0,0,0,0.273636,0.0943447,0.0141961,0.495158
