pargp,n_parameters,mean_of_means,mean_std,min_p05,median_p50,max_p95
GLOBAL,5,0.9906323348926527,0.13786519213749754,0.649954361209861,1.0125111724089586,1.312330150374137
PP_LOWER,15,-0.015541141479407413,0.26816813049947874,-0.5490240143488074,-0.0027852801704294572,0.5404816306423791
PP_MAIN,35,-0.0052906956910022986,0.2843858843000053,-0.6832029770855935,0.008328314019997063,0.743026514660742
PP_UPPER,15,0.06517594778487194,0.2908067446887703,-0.5460829654931348,0.0813413434550225,0.6931902462007533
