forecast,n_realizations,target_obsval,base_value,mean,std,min,p05,p25,p50,p75,p95,max,mean_minus_target,base_minus_target
fcst_max_compliance_dd,38,28.826388526605392,28.826357912735006,28.77673933002369,0.1944064724426996,27.963985958601725,28.484504849364903,28.719792541409745,28.798647351617152,28.88729630070079,28.98449224073353,29.08435679969825,-0.04964919658170075,-3.061387038627572e-05
fcst_max_receptor_dd,38,1.685586221665936,1.6855827199618787,1.6522113529548859,0.10798969814727076,1.3550982623837555,1.4654047026145716,1.591110719178527,1.6799551552834835,1.7141268851181142,1.8036901073667806,1.8510750929124313,-0.03337486871105022,-3.5017040573848135e-06
fcst_recovery_years,38,25.0,25.0,24.657894736842106,1.1216858882340646,23.0,23.0,24.0,25.0,25.0,26.15,28.0,-0.3421052631578938,0.0
fcst_stage4_mean_inflow,38,52395.81853507955,52395.819251650115,51883.3946790032,1343.6301991648336,48546.336159167346,50190.63647983984,50909.2015224386,51696.87145375536,52950.241692276264,54075.21626725866,54263.16648565184,-512.4238560763479,0.000716570568329189
