parnme,n_realizations,mean,std,min,p05,p50,p95,max
pp_lower_011,58,0.017056270378348514,0.2765481993915555,-0.5585299923165041,-0.39323483190328373,0.011188107708200001,0.5743344372677243,0.7771711630160338
pp_lower_012,58,-0.004469017872794109,0.3119999793503959,-0.9169188346699152,-0.582007783703449,0.02119909140897909,0.39444315306022343,0.5591847026751455
pp_lower_013,58,-0.06980110562365863,0.26939051788612844,-0.8313674815696233,-0.44908125678042243,-0.039278367355973856,0.31039666301475427,0.5052851979839514
pp_lower_014,58,-0.01533529963242301,0.29747153120381525,-0.6944007693876557,-0.41384852492474,-0.026343194163760887,0.4484497233131053,0.6253415432877173
pp_lower_015,58,0.027408012660641322,0.3245096346020206,-0.5328432578274763,-0.4464201940275124,0.07116657403731394,0.5247539063917569,0.7166991130257951
pp_main_001,58,0.020740976679338323,0.3560728880178083,-0.7368104785379928,-0.5376070572361661,0.01585243748376053,0.5803762843622575,0.8927655515038625
pp_main_002,58,0.045136966648402325,0.4109481333167891,-1.1042291491751006,-0.5903538376797743,0.0767158507774789,0.6102557954338546,0.8691684237746473
pp_main_003,58,-0.0045195369961537725,0.3228243767678543,-1.1102015366776485,-0.463445251520875,0.022211225878254498,0.5295061316131012,0.6128721047250318
pp_main_004,58,-0.08133553814876286,0.40720729080724377,-1.0045837206123542,-0.831484109005244,-0.09370991453357992,0.5963901970435765,0.9331712124238402
pp_main_005,58,0.01252665733017869,0.3503503848088652,-0.7845529993493141,-0.6930549848448311,0.07231059026146522,0.4779034016684039,0.8020249372226497
pp_main_006,58,-0.0518886499028851,0.3425264241920292,-0.9050067256024122,-0.7153329597187266,-0.03243035737080078,0.396762919168305,0.7310605113314023
pp_main_007,58,0.0013393190730795774,0.3425767768842639,-0.5359099326811257,-0.4467478332367286,-0.10451777565126448,0.5859036995997886,1.0137100866091284
pp_main_008,58,-0.05173567600023003,0.29456105103125196,-0.7868267069374543,-0.5911261881946615,-0.031662194724226655,0.36300734165897824,0.41970877408088214
pp_main_009,58,-0.03744694495500923,0.27911707575777056,-0.7952685000024458,-0.39080303181406817,-0.08667294407725677,0.4227733276441224,0.8859595855942006
pp_main_010,58,-0.07271044575114881,0.28620874127546414,-0.596589918585535,-0.5515267678404909,-0.08122485448534139,0.4527784330966347,0.6127942697419659
