,fcst_max_compliance_dd,fcst_max_receptor_dd,fcst_recovery_years,fcst_stage4_mean_inflow,h_compliance_005y,h_compliance_010y,h_compliance_015y,h_compliance_020y,h_compliance_025y,h_compliance_050y,h_compliance_120y,h_landholder_020y,h_landholder_120y,h_receptor_005y,h_receptor_010y,h_receptor_020y,h_receptor_050y,h_receptor_120y,q_mineinflow_005y,q_mineinflow_010y,q_mineinflow_015y,q_mineinflow_020y
real_0070,21.76362560861786,1.1698890170249001,25.0,37712.50575811214,40.43980246803434,31.186827153072457,23.873392843001014,22.95766235290907,35.225638066029425,44.107286746317136,44.589688212795814,40.3809802041382,41.64764630161291,41.519920938992215,41.14479427032318,40.50419702321067,41.624938213607884,41.66874567774867,12864.471179279282,32332.032585499313,40714.57440899744,37094.333807234165
real_0074,21.79084042877464,1.1982070396895352,27.0,38529.558745045346,40.44895931748308,31.111621699043067,23.867822287995114,22.944864668081767,35.24242551958061,44.00335303645318,44.59994611765389,40.46597001067411,41.60899437750268,41.49282975220026,41.05097239646796,40.477124614771654,41.612956563889156,41.66899679533296,12679.194818341406,32340.715165777285,41344.815655525694,37741.07041882255
real_0076,21.697996145314583,1.0834316293860766,27.0,38013.28909951074,40.38056841704477,31.05886100317527,23.82465434134902,23.008140188804695,35.26733001920608,43.98278258655055,44.577680964354236,40.491855665399754,41.63234050626165,41.50712811132895,41.108104688075834,40.58919617613985,41.61385613039856,41.667153173239,12645.838071372486,32235.125298122584,41131.39659365689,37329.660923085685
real_0079,21.735480433381227,1.1885021023818112,28.0,37639.60625219888,40.42117393681945,31.07661993901922,23.826836107797593,23.09119278259284,35.29552696098242,44.04003048600722,44.686018796216544,40.362093683375974,41.74508454835204,41.543657134980755,41.11501990054964,40.534615784755495,41.649383937527006,41.716258389211895,12579.896202600701,31825.546954548467,40680.49835226846,36998.521544519805
real_0080,21.693915931048867,1.2503798002036035,26.0,37575.45329585911,40.40241332862825,30.967271179901793,23.83477566031974,23.11582841627867,35.26819456529847,44.11730163421788,44.67400683276242,40.427588908601095,41.671240939663,41.50933918647629,41.036376609637486,40.45665696415593,41.64285573933729,41.700305265494656,12731.166837075229,31973.444193907206,40342.451340668646,36921.91783383952
real_0083,21.63301342611007,1.0302503865196257,27.0,37568.62340151252,40.394492198285874,31.028055906829326,23.876740760375885,23.05789678857575,35.34551154532755,43.9528827475348,44.57062292649244,40.56495132147621,41.61009482571872,41.50718565515877,41.11952277665754,40.63601090690814,41.609566988047554,41.66158978922814,12464.345971540406,31821.996343934064,40350.87670723145,36836.99641091662
real_0084,21.534018956452208,0.9933133370228333,25.0,38228.576892505356,40.47732112889292,31.005456375026313,23.737058753909075,23.04359272877158,35.39017619909016,43.98999738665365,44.49357481663832,40.46362493331644,41.655363886397815,41.51091021134864,41.13874677460153,40.6617997839045,41.60888882902905,41.65210529063155,12329.083887713756,32704.52116217846,41691.15534530186,37670.642254076374
real_0086,21.621422812433725,1.1533332178463311,27.0,37743.75161567472,40.56150736082438,31.17537949599733,23.955457095241332,23.222357673379403,35.22244379188198,44.097583616224085,44.74336898370008,40.45407324946027,41.673005463200525,41.52818847572589,41.115660145596756,40.543452190131816,41.63352770447777,41.69275618074851,13074.91877997279,33346.58655872306,41861.51216492362,37051.07181629492
real_0088,21.596116398882838,0.9708295945637744,27.0,37858.346933847526,40.452004101305114,31.081857031673216,23.809479649395023,23.04573231715904,35.11142012951155,43.91848739515949,44.52755670618323,40.36971196477232,41.66656431112026,41.508820390355275,41.14047159688308,40.68464485932515,41.60268119883849,41.651290543531324,12291.382238184542,31764.06371816639,40678.991109897834,37109.14542197601
real_0090,21.784978575836114,1.1764800472959394,28.0,38155.89598023844,40.519450051650935,31.05912226049769,23.79593924775421,22.989021704919125,35.233487160271174,43.9830439043873,44.67671086554449,40.40709202980511,41.67506752746512,41.52841294417215,41.078165885636636,40.53308666042693,41.63943552663192,41.705502522,12339.772839659789,31960.33134210507,40737.804141396846,37493.03384817616
