forecast,n_realizations,target_obsval,base_value,mean,std,min,p05,p25,p50,p75,p95,max,mean_minus_target,base_minus_target
fcst_max_compliance_dd,58,21.6989397549758,21.698859782143295,21.682433448621076,0.11692668277611089,21.33818443052878,21.469196816928132,21.620425698765935,21.695627041447683,21.76343386394474,21.845104678405633,21.915573817877117,-0.016506306354724387,-7.997283250560372e-05
fcst_max_receptor_dd,58,1.1469839293729578,1.1469812250834863,1.1362882968580281,0.09204376406435084,0.7963642995939324,0.969822697471017,1.1043115548013986,1.1405589340007403,1.1856185104083856,1.272098529173612,1.3128771630504374,-0.010695632514929665,-2.7042894714668364e-06
fcst_recovery_years,58,26.0,26.0,26.67241379310345,1.0494431444774048,25.0,25.0,26.0,27.0,27.0,28.15,29.0,0.6724137931034484,0.0
fcst_stage4_mean_inflow,58,37950.79280799332,37950.79839961952,37651.77236478145,774.6194087878357,35235.26862111355,36241.784267637624,37387.208432767824,37682.305592424564,38034.174165228105,39018.0981241226,39358.699384022206,-299.02044321186986,0.0055916261990205385
