scenario_dir,pst_file,phi_file,obs_ensemble_source,obs_ensemble_mode,obs_ensemble_iteration,par_ensemble_source,par_ensemble_mode,par_ensemble_iteration,phi_history_rows,n_posterior_realizations,base_realization_present,n_forecasts,forecast_summary_file,forecast_realizations_file,parameter_summary_file,parameter_group_summary_file,pcs_file,pdc_file,target_map_keys,forecast_columns_found,final_phi_iteration,final_phi_total_runs,final_phi_mean,final_phi_std,final_phi_min,final_phi_max,final_phi_base
.,continuous_k.pst,continuous_k.phi.actual.csv,continuous_k.3.obs.jcb,binary_jcb,3,continuous_k.3.par.jcb,binary_jcb,3,4,58,True,4,stage_c_forecast_summary.csv,stage_c_forecast_posterior_realizations.csv,stage_c_parameter_posterior_summary.csv,stage_c_parameter_group_summary.csv,continuous_k.3.pcs.csv,continuous_k.3.pdc.csv,"['fcst_max_receptor_dd', 'fcst_max_compliance_dd', 'fcst_recovery_years', 'fcst_stage4_mean_inflow']","['fcst_max_compliance_dd', 'fcst_max_receptor_dd', 'fcst_recovery_years', 'fcst_stage4_mean_inflow']",3.0,388.0,1.07584,0.852319,4.50662e-08,5.26843,4.50662e-08
