iteration,total_runs,obs_realization,par_realization,forecast_compliance,forecast_receptor,forecast_recovery,forecast_inflow,head_compliance,head_landholder,head_receptor,budget_mineinflow
2,289,real_0067,real_0067,0,0,0,0,1.25502,0.0440539,0.0607998,0.0228523
2,289,real_0068,real_0068,0,0,0,0,1.36977,0.0959407,0.0742634,0.152498
2,289,real_0069,real_0069,0,0,0,0,0.445128,0.0341766,0.0283675,0.56613
2,289,real_0070,real_0070,0,0,0,0,0.716825,0.0369242,0.0844874,0.0275744
2,289,real_0074,real_0074,0,0,0,0,0.478874,0.129084,0.194208,0.0469159
2,289,real_0075,real_0075,0,0,0,0,0.963789,0.0501172,0.0665606,0.167588
2,289,real_0076,real_0076,0,0,0,0,0.269818,0.193229,0.0675202,0.00254583
2,289,real_0079,real_0079,0,0,0,0,0.41488,0.12127,0.034075,0.0524035
2,289,real_0080,real_0080,0,0,0,0,0.542512,0.00520395,0.29801,0.0773175
2,289,real_0083,real_0083,0,0,0,0,0.595793,0.650245,0.244568,0.141242
2,289,real_0084,real_0084,0,0,0,0,0.830463,0.0866624,0.350658,0.0675542
2,289,real_0086,real_0086,0,0,0,0,3.55704,0.0767272,0.0154738,0.352176
2,289,real_0088,real_0088,0,0,0,0,0.888288,0.0309937,0.442983,0.0658451
2,289,real_0089,real_0089,0,0,0,0,0.787013,0.135806,0.108683,0.0697497
2,289,real_0090,real_0090,0,0,0,0,0.361944,0.000448073,0.0306839,0.0428578
2,289,real_0091,real_0091,0,0,0,0,0.306134,0.00646853,0.00794943,0.106184
2,289,real_0095,real_0095,0,0,0,0,0.840331,0.0817592,0.0192298,0.058685
2,289,real_0096,real_0096,0,0,0,0,0.960574,0.200028,0.13487,0.192708
2,289,real_0099,real_0099,0,0,0,0,0.471147,0.125068,0.0255127,0.426358
3,388,base,base,0,0,0,0,4.26986e-08,5.23901e-10,4.96112e-10,1.34755e-09
3,388,real_0002,real_0002,0,0,0,0,0.506088,0.124431,0.041929,0.070473
3,388,real_0004,real_0004,0,0,0,0,1.17467,0.00016936,0.00775074,0.129134
3,388,real_0006,real_0006,0,0,0,0,0.260065,0.0602235,0.0289355,0.0694307
3,388,real_0008,real_0008,0,0,0,0,1.02858,0.291782,0.00515352,0.534425
3,388,real_0009,real_0009,0,0,0,0,1.4915,0.0161544,0.0784919,0.0221228
3,388,real_0010,real_0010,0,0,0,0,0.655526,0.296098,0.0717834,0.0599612
3,388,real_0011,real_0011,0,0,0,0,0.434576,0.201268,0.0219461,0.0265991
3,388,real_0012,real_0012,0,0,0,0,1.31957,0.0454689,0.0438088,0.94512
3,388,real_0018,real_0018,0,0,0,0,0.191925,0.189653,0.0267455,0.00115087
3,388,real_0019,real_0019,0,0,0,0,0.416253,0.0198336,0.093333,0.036969
3,388,real_0020,real_0020,0,0,0,0,0.394537,1.07399,0.409472,0.394107
3,388,real_0021,real_0021,0,0,0,0,0.560015,0.0352957,0.0598618,0.344219
3,388,real_0022,real_0022,0,0,0,0,0.812784,0.176172,0.0594495,0.0122182
3,388,real_0023,real_0023,0,0,0,0,2.29517,0.00532843,0.00316937,0.112509
3,388,real_0026,real_0026,0,0,0,0,1.10756,0.0502237,0.0438317,0.510431
3,388,real_0028,real_0028,0,0,0,0,0.477114,0.482848,1.09515,0.0539274
3,388,real_0029,real_0029,0,0,0,0,0.688156,0.00358276,0.0803272,1.09385
3,388,real_0030,real_0030,0,0,0,0,0.890954,0.00269019,0.371233,0.0483719
3,388,real_0031,real_0031,0,0,0,0,0.936196,0.103671,0.0688101,1.21959
3,388,real_0032,real_0032,0,0,0,0,0.134292,0.0505228,0.061799,0.0243034
3,388,real_0034,real_0034,0,0,0,0,0.148773,0.0838194,0.0470554,0.0690745
