,backfill_mult,channel_mult,ghbcond_mult,pp_lower_001,pp_lower_002,pp_lower_003,pp_lower_004,pp_lower_005,pp_lower_006,pp_lower_007,pp_lower_008,pp_lower_009,pp_lower_010,pp_lower_011,pp_lower_012,pp_lower_013,pp_lower_014,pp_lower_015,pp_main_001,pp_main_002,pp_main_003,pp_main_004,pp_main_005,pp_main_006,pp_main_007,pp_main_008,pp_main_009,pp_main_010,pp_main_011,pp_main_012,pp_main_013,pp_main_014,pp_main_015,pp_main_016,pp_main_017,pp_main_018,pp_main_019,pp_main_020,pp_main_021,pp_main_022,pp_main_023,pp_main_024,pp_main_025,pp_main_026,pp_main_027,pp_main_028,pp_main_029,pp_main_030,pp_main_031,pp_main_032,pp_main_033,pp_main_034,pp_main_035,pp_upper_001,pp_upper_002,pp_upper_003,pp_upper_004,pp_upper_005,pp_upper_006,pp_upper_007,pp_upper_008,pp_upper_009,pp_upper_010,pp_upper_011,pp_upper_012,pp_upper_013,pp_upper_014,pp_upper_015,rch_mult,riverbedk_mult
real_0035,1.0903379010207672,0.9783864500870749,1.0016388733308093,0.32758670437876225,0.2571729744412419,0.4132984843475144,0.1629071562786532,0.24189063437031966,0.18714914864197052,0.4630762123146748,0.07473201795137402,0.034420259071037324,-0.25230728604885466,0.6444278185395664,0.5283307404416054,0.11599267719004398,-0.2951989312429847,-0.4461456116587773,0.2681023795007143,0.5253613085497333,-0.05426466797856986,0.22066284898892116,0.08591069694953356,-0.09105345515815978,-0.022396400162641137,0.07501588415980474,0.10009081198318857,0.21100213113772986,0.028827914003901393,0.06224578469484725,0.2382699422306377,0.13057619663899503,-0.07362496922627547,-0.31812255020168434,-0.03205534682059839,0.006398269213637039,-0.10672353803319842,0.41245493578580067,-0.07909804524710806,-0.35070164469553344,-0.458684267269567,-0.03449229300061429,-0.2661667688829833,-0.08651734132797412,-0.09571488138612994,0.16670436488240617,-0.6096871875770541,-0.49199894284055135,0.4805445073581199,0.3477842291816705,-0.025691463121157054,-0.5394411660973258,0.06620379039509043,0.15324643537840074,0.08635876811080513,0.30315777030876706,-0.2779856797230278,0.5873379401651491,0.30868267721456144,0.1997490129321725,-0.2785654135099315,-0.19497700988175032,0.47153710009421207,-0.13844774599350834,0.6776418961052767,0.5896532116823002,0.11116205596336276,0.11595243864469784,1.1271211029734518,1.0334433665565634
real_0029,1.1705057987362018,0.9390592007665757,0.7839267213461566,-0.15852825420378774,0.23145714946319262,-0.15691820676915716,-0.10355039254815018,-0.07830356120900503,0.26734220108457607,0.13442008674113765,-0.29014873857390316,0.37168407375010376,-0.16332863563674177,0.7771711630160338,0.5591847026751455,0.2861106888451881,0.38999790508139,0.40443087249902476,0.3712921305823756,0.3901595366532686,0.21881407709035738,0.0926939933826877,-0.1902212496509743,-0.003698968406318885,-0.24868391261323708,-0.07166225575837028,0.18922814139807725,-0.22454065316050303,-0.07440551825219456,-0.48796543315477753,-0.6349297732416254,0.14546254023460206,-0.2646187220247375,-0.19240665923812902,-0.09294892265370404,0.13343920533641696,0.2501732600987797,-0.24196178489363473,0.055279001399289776,-0.42130880390010556,-0.37896808364019463,-0.03412096250782671,-0.2719966634480894,0.2537807027407096,0.21452573813956471,-0.5411668633310843,-0.012819301401269138,-0.12945675972632642,-0.16890621191645622,0.18213563818349576,0.4584771676553002,0.10305924239641827,-0.03321738802271853,-0.02988517763494365,0.11136816321292445,0.1344440295265851,0.3037873806804342,-0.03942581105401667,0.4042614912758419,0.023486683487497557,-0.25759704489495727,0.02278269797252538,0.21152622068968796,0.3985680693757047,-0.036332419299648575,-0.4967129016307062,0.02846989287110715,0.5458902864506553,1.1063690306247123,0.8196925092954594
real_0032,0.7278691781798439,1.1166737912919642,1.10162969727111,0.0526823871954814,-0.19536904541657338,-0.17939206310949435,-0.15418406318814473,-0.045144720056736184,-0.3472004782856983,-0.595781614596951,0.1896298982509687,-0.01840222695768166,-0.34892977222299576,0.15993009656052162,0.22065164164008694,-0.2721140045026233,-0.4285400005816031,-0.004470092442628085,-0.2785855304690271,-0.34642631232921467,0.3926505828542482,0.3349776159898078,0.6577443272609327,-0.27529385098852516,-0.11108145806340859,0.0983907500377033,-0.4120133391304813,0.11547867333674267,-0.12803034727644155,0.20980603942592835,0.12561542373267806,-0.006553458153641726,-0.03772133911803295,0.1334559313452474,-0.07024378014707236,-0.1556159253057579,-0.4275596044189484,0.2832676554291974,-0.06211614280815831,-0.09449123560088858,-0.1284334604875255,0.3596620589083563,-0.08091007852786318,0.30241762327354943,0.10448254867679077,0.11706591773546568,-0.1906082470293191,0.6700471609544315,0.1704978303563071,-0.16730438644854245,0.34268149932858233,0.5993023297205233,-0.07683008616035686,0.1857706391970357,0.45991908514640756,0.46298592144550177,0.2169388642425418,-0.042336200435483376,0.08696258139719591,-0.03786480363615266,-0.47596964026066924,0.059753537574325444,-0.4444637485832443,-0.1226925218325418,-0.11817912347008894,-0.10221140034391928,0.09003602400219796,0.32592506747897104,0.9441840804376275,1.4312437756301064
real_0089,1.4645534882264626,0.9377391209363335,1.0331800710393397,-0.17938375061907333,0.48855400039283925,0.3118686853612876,-0.14366654334382084,0.2100632519722043,0.2918249688892431,0.701488691632216,0.2444994837039581,-0.15517862200291674,0.18769013964806638,-0.09100340889253387,-0.15515697879428017,-0.12281830439365679,0.2629133015432885,-0.31650425205596705,-0.06392976696600705,0.35443302767961565,0.5281456055256816,-0.36990257003125815,-0.7346736083305537,-0.21919915171519364,0.12865949448024647,0.17484364913793676,-0.1671439628103348,0.28303974803911747,0.17835818695920502,-0.263639939953738,0.41274304823532204,0.6563643097884932,-0.7045204731864965,-0.5313544610975275,-0.008835354702449033,-0.008932768551516538,0.05614493626929063,-0.017247913156693693,0.009345288379660872,0.3138551043002774,0.055769427732886845,-0.07388602045347942,0.10012506982013158,-0.20906799547195662,-0.09685743688072186,0.006758744425699608,0.48908307229405207,-0.31304610876538425,0.08071497037826526,0.04221706131316936,-0.03604139353471414,0.1800967866955115,0.3187604436256076,-0.08185490429926359,-0.1764978434247369,0.13833308006784506,0.5377633777516974,0.035130642829920705,-0.28745374567066606,0.2466861566029703,0.3428961064468348,0.021095590483640174,0.05515179039902688,0.0791515303452227,-0.11532476496675653,-0.19172461248374395,-0.0831337150176832,0.41722053290316297,1.0470511686295945,0.8648029983788789
real_0028,0.8011918559812462,1.1504507864765459,0.960269458537712,-0.09051220433270099,0.3166706470695504,0.23039517370433688,0.2960231818620707,0.3955533454306149,0.3546418530018761,0.8379100593171769,-0.05153007989684043,0.2333681603416357,-0.4058533291121066,0.0685150404264894,-0.0713761912014059,-0.20739126713507022,0.4296094423804553,0.16414873619165526,0.007137617592023197,0.4393820903432568,-0.13880478329630186,-0.8763000532004463,-0.4318641463522851,0.7310605113314023,0.19706709400999173,0.19091204153442204,0.2686858447016902,0.04219752267836308,-0.3625048152390769,0.7868806198017323,-0.38483705841799754,0.12486436245555049,0.4251104408003424,-0.04754342328307677,0.07513073560101084,0.015719389896859483,0.08678869985370782,-0.047296095518031524,-0.21875368898764952,0.4925222568584774,-0.3679326935563597,-0.02766329754862274,-0.21512294610734675,-0.4506843933911848,-0.7331732492779414,-0.4911769201255086,-0.1232854234436776,-0.7726455153113697,-0.6509848184516017,0.19828985569047136,-0.38429629685092,-0.6114477966461431,-0.6693407351035335,-0.0781474491116049,-0.13759435163464662,0.22064067256934314,0.334514201375136,0.5676363095272585,-0.17675010491997906,-0.134192715551283,0.6796702552630589,0.1934076471638132,0.1996330326090873,0.30758643408053954,0.021622939978401187,0.16095794810985006,0.2295196785009394,0.13830443551953436,1.0109234746773037,1.151565961589648
real_0068,1.2821167371136601,0.9770087359036081,0.8015344221675605,0.14638595379713987,0.25168871617746214,0.07846057977378434,-0.49090214458226905,-0.07547947697280116,-0.016651386274247483,0.432246214995018,-0.28875605151258,-0.15519932667001723,-0.2696559740947571,0.05840832070646527,0.2119282658842393,-0.4940012625935607,-0.2878720651822461,-0.21187474896942288,0.40194974526018423,0.2995012122716612,0.19905823626432406,-0.6462049285221009,-0.47132247458171833,-0.19873401338407137,-0.12172184674713432,0.12903094484785024,0.8859595855942006,0.47521591615048475,-0.09789526466283653,-0.21774651084272945,0.11069531414190309,-0.7796698238387699,-0.8325153334757084,-0.7625916691457418,0.2080536320034394,0.09860477259600033,0.1835894771576625,-0.16857986771156014,-0.3735493716974905,-0.6712197263140615,-0.5269539325710269,-0.5052319321298018,-0.1375487002994548,0.3160569439808674,0.38580925049811415,-0.362446584840859,0.3534310362744998,-0.18948619401795608,0.17076940031645665,-0.08275778038178763,-0.15341248211369182,0.18494346956399882,0.2276422170210271,-0.14309001873907778,-0.3425370932821156,0.49360108235405314,0.2153556076034175,-0.13044487797193152,0.05305640517722842,-0.2144579377963331,0.43545515753208514,0.19795387568427852,0.027911009997296253,0.3513384378490105,-0.15538432409962566,0.089284708444725,0.03616939816305953,0.004365117599368914,0.881320576649353,1.002797879691872
real_0069,1.0780794563066436,1.170110919364558,0.9169195504635188,0.5069134374998191,0.17092038862348424,0.26228613657769806,0.2361233475368183,-0.21352227283294867,0.41832536699278433,0.004772213606853919,0.29553345213114013,-0.08581410797262616,-0.2091527120867335,0.023397090281895603,0.2327316131422809,0.02676497981900216,-0.34414848806291,-0.44797616078367775,0.3028517007795233,0.19312317995437708,0.39776296494697255,-0.20008791297433592,-0.09786018116585232,-0.2148099521886017,-0.17016040795790935,0.36123581516531494,0.18948716429981893,-0.5489882193516663,-0.06383252236311074,-0.021862769643028565,0.09124774638924203,-0.1984293099776817,-0.43563676449294425,-0.05135653406650171,0.0719919985726959,-0.023253250390062423,0.05557106361719439,-0.12017998287200708,-0.18405643668100238,-0.16153720489966622,-0.12377224218282167,0.11110478479836954,-0.11510134554388346,-0.004242085111988921,-0.03617652434946737,-0.2590747601945688,-0.03903979588305337,-0.4230493397261794,-0.22745318338006887,-0.20936722784031495,-0.25749785245426077,0.45131865521720377,0.2439274998613201,0.008527769539190115,0.33088975456347314,0.02118663389446851,-0.12309256596871358,-0.17573067926571526,0.19119132772877556,-0.0741355355962313,0.15773582135909675,-0.12614381388558837,0.17733991554133638,0.24258356146195847,0.35376258166312324,-0.1256312918208462,0.018534909852814925,-0.19662338705028798,1.0995048757768415,1.1225644125891057
real_0099,0.7373002045605496,1.0612457796130623,1.0229419381520284,-0.27988803570235093,0.01920217231495486,-0.04475216695679076,-0.1918623326561061,-0.15335419359543828,0.13269339076596987,-0.14352314006207226,-0.431380979101914,0.008980136537460376,-0.27340890879110896,-0.1025148409994441,-0.5174990554720663,0.0669634898352372,0.0512492885897414,-0.3844445814853866,0.3621736653263161,-0.0692694467259247,-0.030522382943315277,0.44236142506964693,-0.021646799403816863,0.31543628538951957,-0.2507549404986984,-0.7868267069374543,-0.3687558358629215,-0.34188102342923715,-0.33973793320376694,0.304204105724127,0.13575367138275968,0.18744552988712593,-0.2145748152101914,0.10006004540024374,0.19631903495750305,-0.15217819647648004,-0.42615053718994894,-0.08676318679264675,-0.04217590698826863,-0.13827576247879925,0.48247770979148275,0.3163323860125814,-0.01247765183465185,0.6163971734492879,-0.04694135246741558,0.15127365600120904,0.3651077302962012,0.29682451250541925,0.04200135012821386,-0.08133666727193965,0.3212268988927835,0.6842763135805393,0.1919614816448104,-0.19264155365031832,0.13545100778040842,-0.3640088610959821,-0.1739789181682689,-0.014723833920298975,-0.11481915084832191,0.036725903229433726,-0.0885095760596852,-0.09738914874845804,-0.20068027187578336,-0.07038266085378636,0.2909146170517524,-0.1736188278240806,-0.030236204004833435,0.41933080922443045,1.0112225180673382,0.9142338441738638
real_0011,1.2649790496738915,0.8440054884500351,1.1308800800684498,0.05575672771628655,0.4476499209103991,0.48914682850988417,-0.07865683889687224,-0.08470940093830692,0.0916276021251895,-0.5011117824208822,0.29750492534025436,-0.43085908030729164,-0.2903636660008949,0.32511538497702475,0.21775730596917228,-0.04119751068538676,-0.26457044589712614,0.32761703449928353,-0.4331274814413371,-0.15089046286659816,-0.07290229909897944,0.6444559317177057,0.09465380544125832,0.2271462485049896,1.0137100866091284,0.05643506338588648,0.15950526561477354,-0.19685335416592417,0.38804764294318345,0.675639070949914,0.20903105763861382,0.04581740979601884,0.39581224922361813,0.17003899841426415,-0.06379684317619523,0.0838258086114617,0.11742491849031698,-0.23796754323504782,0.3092223208004716,0.47881073696333093,-0.09061363464369625,-0.010075716358579505,-0.35787159110426003,-0.7231956660092728,-0.3521540950630295,-0.08785103970647588,0.037565415247066344,-0.9374517879527744,-0.550831565449175,-0.3405751054704136,-0.15008369883636044,-1.005840484386261,-0.7339123110936965,0.10034222498511265,-0.17794504119246052,-0.5871305478743518,-0.07383559474192412,-0.02830976696188678,0.40516214343140355,0.03694066918828409,0.25851863168953915,-0.07381639981856712,-0.30468347158113573,0.16763717773427844,0.5988031558306588,0.463933315147651,-0.3214269594081322,0.09400598009406072,1.1466773169717317,0.8274027081511632
real_0012,0.7770849292868446,1.0122158001817496,0.9887159006240971,0.04228821644483412,-0.005065638824461942,0.1270184379672634,0.3074234723786677,-0.025139851740864756,0.09688447589100171,-0.0722198732786899,-0.15873475654084168,0.17712701643444012,0.008484839552712703,-0.2641408897696163,-0.06445329727848506,-0.03735922402656095,0.390710347207567,0.0763649678201959,0.5616012022302249,-0.44774126081118726,0.00011789009784988862,0.08983502929276929,0.24067309847522778,0.37346997675146687,-0.04370455416348968,-0.03337770071949514,-0.44304719485205846,-0.596589918585535,-0.15873292673538297,0.0568679762398099,-0.06576025253639191,0.33800578268440906,-0.3319989889651579,-0.09036639695377943,-0.07434842592120539,-0.05347247846968524,-0.20318636483784322,0.16914117313186333,-0.21783925507750507,-0.2059122018857303,0.07743926940555257,0.34763470678414304,0.3506535196050626,-0.09826175939519904,0.1448146253633394,0.19614356650701947,0.21472029635419268,0.19498074357821274,0.29225944553170763,0.5225094924236198,0.07439014724705406,0.14436792151547917,0.15417623014548498,-0.07887717107127973,0.03718429295046415,-0.1087269715943523,-0.20828433723265688,0.23060581491778823,-0.4216604113837534,-0.21793354667340778,-0.23795608521100375,0.28508509133031623,0.015216951137103182,-0.2605609443543788,0.09045223093839405,-0.13918715405538384,-0.4686677332728833,-0.3413567374283732,1.0808281995629492,1.000327281851485
