iteration,total_runs,mean,standard_deviation,min,max,base,real_0001,real_0002,real_0003,real_0004,real_0005,real_0006,real_0007,real_0008,real_0009,real_0010,real_0011,real_0012,real_0013,real_0014,real_0015,real_0016,real_0017,real_0018,real_0019,real_0020,real_0021,real_0022,real_0023,real_0024,real_0025,real_0026,real_0027,real_0028,real_0029,real_0030,real_0031,real_0032,real_0033,real_0034,real_0035,real_0036,real_0037,real_0038,real_0039,real_0040,real_0041,real_0042,real_0043,real_0044,real_0045,real_0046,real_0047,real_0048,real_0049,real_0050,real_0051,real_0052,real_0053,real_0054,real_0055,real_0056,real_0057,real_0058,real_0059,real_0060,real_0061,real_0062,real_0063,real_0064,real_0065,real_0066,real_0067,real_0068,real_0069,real_0070,real_0071,real_0072,real_0073,real_0074,real_0075,real_0076,real_0077,real_0078,real_0079,real_0080,real_0081,real_0082,real_0083,real_0084,real_0085,real_0086,real_0087,real_0088,real_0089,real_0090,real_0091,real_0092,real_0093,real_0094,real_0095,real_0096,real_0097,real_0098,real_0099
0,75,1427.11,1754.57,1.17581e-17,7541.11,1.17581e-17,661.274,864.602,1043,3766.23,,6913.08,,3214.13,4874.83,3795.4,70.615,613.907,,,,,324.747,734.171,37.2062,228.551,567.067,446.558,2326.73,,,77.9519,3349.55,1587.77,173.852,5036.39,518.302,1226.37,,134.802,723.27,67.73,,45.2194,1253.35,77.3812,1607.39,,,1112.78,1825.99,67.1355,1214.35,5684.82,1583.95,,190.069,3948.09,,251.597,678.814,,7541.11,,163.321,1347.98,1495.43,405.625,495.026,96.4013,283.119,176.434,2395.43,1427.86,2575.59,1394.39,382.94,,1236.29,790.235,71.2638,39.3643,1669.89,,401.177,916.441,,,217.156,1254.05,1147.35,610.286,4271.83,6867.12,1092.67,112.423,133.319,,,,1225.88,1651.11,,,225.774
1,182,41.5896,59.3474,1.17581e-17,285.393,1.17581e-17,,55.8474,,36.586,,243.491,,11.5936,89.2004,63.4061,4.56255,209.516,,,,,,42.7235,4.31288,7.60172,15.8308,11.8711,48.4169,,,19.6684,23.2071,10.9138,15.6232,285.393,16.697,6.91448,,7.08601,10.8394,34.7784,,2.37247,115.935,16.596,,,,37.0272,,11.2347,18.4061,,48.3754,,,,,15.9833,,,121.449,,,59.1704,14.9608,17.2108,9.63159,2.42579,16.3411,1.77296,152.118,33.8522,18.9605,5.50336,,,,4.93094,12.0993,2.06685,,,5.95585,23.1529,,,8.5633,73.2717,21.2709,62.414,27.2987,177.356,9.72504,2.324,22.2578,,,,46.7731,75.3506,,,8.33437
2,289,1.77137,1.56295,5.24373e-09,7.55156,5.24373e-09,,1.58765,,2.06982,,0.77682,,3.99015,4.10187,1.36613,0.912704,4.94112,,,,,,0.722224,0.794277,3.23344,1.60158,1.48698,7.51604,,,2.34806,,3.00614,2.93819,2.88755,3.11153,0.510533,,0.483484,1.06513,2.43775,,0.21178,3.09344,1.54734,,,,0.878144,,0.930522,3.19532,,0.686043,,,,,0.523548,,,7.55156,,,1.32626,3.34206,0.736088,1.47235,0.918988,0.933582,0.186756,1.38273,1.69247,1.0738,0.865811,,,,0.849082,1.24805,0.533113,,,0.622629,0.923043,,,1.63185,1.33534,,4.00142,,1.42811,1.10125,0.435933,0.426736,,,,1,1.48818,,,1.04808
3,388,1.07584,0.852319,4.50662e-08,5.26843,4.50662e-08,,0.742921,,1.31172,,0.418655,,1.85994,1.60827,1.08337,0.68439,2.35397,,,,,,0.409474,0.566389,2.27211,0.999392,1.06062,2.41618,,,1.71205,,2.10904,1.86592,1.31325,2.32827,0.270918,,0.348722,0.592126,1.8505,,0.175955,1.62883,0.999721,,,,0.745615,,0.628987,1.99725,,0.588195,,,,,0.508769,,,5.26843,,,0.608378,2.19348,0.525975,0.669734,0.725451,0.711926,0.177114,0.485008,1.21106,0.793497,0.66465,,,,0.564184,0.957058,0.352488,,,0.358058,0.714821,,,1.08886,1.0071,,2.02435,,1.25186,0.755029,0.322446,0.281911,,,,0.731693,0.910649,,,0.667669
